WardCode,WARDNAME,Population,NumberOfCrimes,CrimeRatePer100kPeople,RatePercentile,RateRank,HighCrimeRate,TotalCrimes,AvgMonthly,TrendChange,TrendPct,TrendSlope,Months,FirstMonth,LastMonth
N08000820,GARDENMORE,1857.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000821,GLENRAVEL,3651.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000822,GLENWHIRRY,3107.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000823,GORTALEE,1607.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000824,GRANGE,3687.0,1.0,27.122322,0.9372294372294372,30,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000825,GREENISLAND,3015.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000826,ISLANDMAGEE,2535.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000827,KELLS,3486.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000828,KILROOT,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000829,KILWAUGHTER,6148.0,1.0,16.265451,0.9069264069264069,44,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000830,KIRKINRIOLA,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000831,LOVE LANE,1560.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000832,MAINE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000833,PARK,2315.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000834,PORTGLENONE,3361.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000835,SLEMISH,2692.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000836,SUNNYLANDS,1495.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000837,THE MAIDENS,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000838,VICTORIA,2433.0,1.0,41.10152,0.974025974025974,13,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000839,WHITEHEAD SOUTH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000840,WOODBURN,2349.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000901,ARDBOE,2743.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000902,AUGHER and CLOGHER,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000903,AUGHNACLOY,2988.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000904,BALLYGAWLEY,2757.0,1.0,36.27131,0.9588744588744589,20,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000905,BALLYMAGUIGAN,3128.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000906,BALLYSAGGART,3093.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000907,BELLAGHY,2810.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000908,CALEDON,2794.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000909,CASTLECAULFIELD,2980.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000910,CASTLEDAWSON,3522.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000911,COAGH,2064.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000913,COALISLAND SOUTH,2776.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000914,COOKSTOWN EAST,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000915,COOKSTOWN SOUTH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000916,COOKSTOWN WEST,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000917,COOLSHINNY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000918,DONAGHMORE,2676.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000919,DRAPERSTOWN,3213.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000920,FIVEMILETOWN,2303.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000921,GLEBE,1889.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000922,KILLYMAN,3093.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000923,KILLYMEAL,3223.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000924,LISSAN,2160.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000925,LOUGHRY,,1.0,0.0,0.4512987012987013,47,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000926,LOWER GLENSHANE,3061.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000927,MAGHERA,2861.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000928,MOY,3324.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000929,MOYGASHEL,2176.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000930,MULLAGHMORE,2609.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000931,OAKLANDS,2335.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000932,POMEROY,2335.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000933,STEWARTSTOWN,2009.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000934,SWATRAGH,3614.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000935,TAMLAGHT O'CRILLY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000936,THE LOUP,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000937,TOBERMORE,2720.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000938,TOWN PARKS EAST,2940.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000939,VALLEY,2738.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000940,WASHING BAY,3328.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001001,ABBEY,2922.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001002,ANNALONG,3412.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001003,BALLYBOT,2308.0,1.0,43.327557,0.9805194805194806,10,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001004,BALLYDUGAN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001005,BALLYNAHINCH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001006,BALLYWARD,3035.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001008,BINNIAN,3405.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001009,BURREN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001010,CAMLOUGH,3816.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001011,CASTLEWELLAN,3633.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001012,CATHEDRAL,3222.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001013,CROSSGAR and KILLYLEAGH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001014,CROSSMAGLEN,2950.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001015,DAMOLLY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001016,DERRYBOY,3215.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001017,DERRYLECKAGH,4779.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001018,DONARD,3044.0,2.0,65.703026,0.9913419913419913,5,True,2.0,2.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001019,DRUMALANE,3614.0,1.0,27.670172,0.9393939393939394,29,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001020,DRUMANESS,4128.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001021,DUNDRUM,2918.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001022,FATHOM,3393.0,3.0,88.41733,1.0,1,True,3.0,3.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001023,FORKHILL,4823.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001024,HILLTOWN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001025,KILKEEL,,1.0,0.0,0.4512987012987013,47,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001026,KILMORE,3310.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001028,LECALE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001029,LISNACREE,3248.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001030,MAYOBRIDGE,4587.0,1.0,21.800741,0.922077922077922,37,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001031,MULLAGHBANE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001032,MURLOUGH,2540.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001033,NEWTOWNHAMILTON,3376.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001034,QUOILE,3046.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001035,ROSTREVOR,2847.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001036,SAINTFIELD,3555.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001037,ST. PATRICK'S,3477.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001038,STRANGFORD,2933.0,1.0,34.094784,0.9523809523809523,23,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001039,TOLLYMORE,3808.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001040,WARRENPOINT,,1.0,0.0,0.4512987012987013,47,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001041,WHITECROSS,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001101,BALLYCROCHAN,5068.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001102,BALLYGOWAN,3795.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001103,BALLYGRAINEY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001104,BALLYHOLME,2716.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001105,BALLYMAGEE,3557.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001106,BALLYWALTER,4417.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001107,BLOOMFIELD,5373.0,1.0,18.611576,0.9112554112554112,42,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001108,BROADWAY,2712.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001109,BRYANSBURN,2550.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001110,CARROWDORE,3469.0,1.0,28.826752,0.9437229437229437,27,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001111,CASTLE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001112,CLANDEBOYE,5169.0,1.0,19.346102,0.9134199134199135,41,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001113,COMBER NORTH,2618.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001114,COMBER SOUTH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001115,COMBER WEST,3086.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001116,CONWAY SQUARE,,4.0,0.0,0.4512987012987013,47,True,4.0,4.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001117,CRONSTOWN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001118,CULTRA,2557.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001119,DONAGHADEE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001120,GLEN,3117.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001121,GREGSTOWN,4148.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001122,GROOMSPORT,3071.0,1.0,32.562683,0.9458874458874459,26,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001123,HARBOUR,1859.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001124,HELEN'S BAY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001125,HOLYWOOD,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001126,KILCOOLEY,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001127,KILLINCHY,3177.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001128,KIRCUBBIN,3526.0,1.0,28.360748,0.9415584415584416,28,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08001129,LOUGHRIES,3673.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001130,LOUGHVIEW,3060.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001131,MOVILLA,5169.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001132,PORTAFERRY,3289.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001133,PORTAVOGIE,4915.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001134,RATHGAEL,2158.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001135,RATHMORE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001136,SCRABO,3156.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001137,SILVERBIRCH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001138,SILVERSTREAM,3251.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001139,WARREN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001140,WEST WINDS,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000703,BALLYMACASH,4585.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000740,WHITE MOUNTAIN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000716,ENLER,2550.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000702,BALLYHANWOOD,3278.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000724,KNOCKBRACKEN,3415.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000734,MONEYREAGH,3986.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001027,KNOCKNASHINNA,,1.0,0.0,0.4512987012987013,47,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000535,SKEOGE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000537,SPRINGTOWN,2977.0,1.0,33.590862,0.948051948051948,25,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000532,SHANTALLOW EAST,2459.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000513,CULMORE,9054.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000539,STRABANE WEST,,1.0,0.0,0.4512987012987013,47,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000802,AHOGHILL,4093.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000123,HIGHTOWN,2281.0,2.0,87.68084,0.9978354978354979,2,True,2.0,2.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000113,CLADY,3373.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000314,CAVEHILL,4829.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000343,POLEGLASS,3723.0,1.0,26.86006,0.935064935064935,31,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000639,TERMON,2540.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000622,GORTIN,3075.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000619,FAIRY WATER,2201.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000603,BELLEEK and BOA,2654.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000616,DRUMQUIN,2309.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000912,COALISLAND NORTH,3723.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000636,SIXMILECROSS,2372.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000631,NEWTOWNSAVILLE,2601.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000620,FINTONA,2033.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000638,TEMPO,2913.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000606,BROOKEBOROUGH,2645.0,1.0,37.807182,0.9653679653679653,17,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000628,LISNASKEA,2612.0,1.0,38.28484,0.9675324675324676,16,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000626,LISBELLAW,3090.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000613,DONAGH,2447.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08001007,BESSBROOK,2865.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000329,GARNERVILLE,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000351,STORMONT,5630.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000347,SHANDON,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000330,GILNAHIRK,2458.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000222,KILLYCOMAIN,2702.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000604,BERAGH,2704.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000632,OWENKILLEW,2492.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000615,DRUMNAKILLY,3049.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000617,EDERNEY and KESH,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000614,DROMORE,2343.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000350,STEWARTSTOWN,2009.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000610,DERGMONEY,1612.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000607,CAMOWEN,2340.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000640,TRILLICK,2509.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000601,BALLINAMALLARD,2593.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000630,NEWTOWNBUTLER,2566.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000624,IRVINESTOWN,2571.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000627,LISNARRICK,2095.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000608,CASTLECOOLE,3917.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000633,PORTORA,3201.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000618,ERNE,2476.0,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
N08000331,HILLFOOT,2506.0,1.0,39.90423,0.9696969696969697,15,True,1.0,1.0,0.0,0.0,0.0,1.0,2025-10,2025-10
N08000437,TORR HEAD and RATHLIN,,0.0,0.0,0.4512987012987013,47,True,,,,,,,,
