Cluster,Latitude,Longitude,CrimeCount
899,54.45438,-6.4969115,6
900,54.84253,-7.362323,5
901,54.367046,-7.547605,6
902,54.795025,-6.396897,10
903,54.412586,-6.745585,30
904,54.32895,-7.507983,5
905,54.0937,-6.39657,5
906,54.533825,-7.730497,5
907,55.13775,-6.5088396,5
908,54.536343,-7.293654,6
909,54.083405,-5.966291,6
910,54.392227,-5.795078,6
911,54.536453,-6.113009,9
912,54.11164,-5.923846,9
913,54.64677,-7.170612,6
914,54.992733,-6.6330647,11
915,54.3694,-5.701427,11
916,54.97362,-7.350122,19
917,54.323433,-6.337168,5
918,54.269363,-6.786915,16
919,54.7618,-6.195507,6
920,54.71644,-6.0016785,20
921,54.814304,-6.178543,6
922,55.03791,-7.1581874,17
923,54.61391,-7.2256613,9
924,54.49717,-6.271209,7
925,54.692627,-6.585218,16
926,54.931202,-6.046323,5
927,54.412933,-6.488046,6
928,54.984882,-6.338157,5
929,54.22994,-7.1472807,5
930,54.885796,-7.0447226,5
931,55.140663,-6.822643,7
932,54.553505,-5.567562,5
933,54.51408,-6.100451,5
934,55.172253,-6.724861,7
935,54.93371,-7.111904,5
936,54.394234,-6.384857,7
937,54.391613,-6.357489,5
938,54.63086,-5.75838,5
939,54.407513,-6.610271,9
940,54.463696,-5.800259,5
941,54.55101,-6.3021398,11
942,54.540447,-6.094003,6
943,54.373684,-6.1078367,27
944,54.269,-6.1848264,7
945,54.65,-6.96182,5
946,54.46684,-7.0412064,13
947,55.076954,-6.0790963,6
948,54.79558,-6.615609,5
949,54.775032,-7.4784765,9
950,54.39389,-7.6413674,10
951,54.077415,-6.1817017,11
952,54.420097,-6.1237583,18
953,54.82825,-6.1558585,16
954,54.100616,-6.526714,6
955,54.385098,-7.334189,7
956,54.360283,-5.728908,10
957,54.72354,-6.356026,9
958,55.189896,-6.071302,8
959,54.51007,-6.5728564,7
960,54.52344,-6.2049575,6
961,54.756256,-6.147084,10
962,54.958412,-6.5398283,5
963,54.10216,-5.983674,5
964,54.503002,-6.805828,14
965,54.41342,-6.701809,17
966,54.083424,-6.386376,5
967,54.47784,-7.6915793,7
968,54.23457,-7.195616,6
969,55.24007,-6.366139,12
970,54.759834,-5.817641,20
971,54.680428,-6.549625,7
972,54.675465,-5.5972686,8
973,54.87287,-6.229046,16
974,54.84453,-6.2808814,6
975,55.007553,-6.9488444,6
976,54.367607,-5.98792,5
977,54.52964,-6.776811,11
978,54.602318,-6.090881,5
979,54.482727,-5.936238,5
980,54.107533,-6.3844447,11
981,54.919643,-6.11372,8
982,54.177856,-6.448101,12
983,54.653442,-5.795057,8
984,54.072086,-6.1540165,6
985,54.600616,-6.6590185,5
986,54.20461,-6.253589,5
987,54.638687,-5.592584,6
988,54.64109,-7.272189,7
989,54.35856,-5.646152,7
990,54.174538,-6.596441,13
991,54.294964,-7.707304,6
992,54.371666,-6.580229,19
993,54.421406,-5.501338,10
994,54.362144,-6.0230727,5
995,55.17026,-6.664713,6
996,54.73163,-5.767331,17
997,54.845436,-6.4878554,11
998,54.414833,-6.6593924,5
999,54.391747,-6.247186,5
1000,54.66087,-5.768734,27
1001,54.109028,-6.2050104,10
1002,54.929447,-7.0907516,8
1003,54.36678,-5.739321,6
1004,54.40206,-6.2421026,30
1005,54.69185,-7.719168,8
1006,54.265694,-5.688875,5
1007,54.711983,-6.748319,5
1008,54.605373,-7.444674,6
1009,54.79189,-6.510344,5
1010,54.262566,-6.3768835,21
1011,54.810352,-5.753562,8
1012,54.65626,-6.263336,6
1013,54.218456,-7.3794875,5
1014,55.068806,-6.9367056,7
1015,54.56832,-6.599578,5
1016,54.48407,-6.361237,6
1017,55.01956,-6.955165,5
1018,54.788574,-6.814089,6
1019,54.540417,-7.6617203,5
1020,54.926483,-6.9642086,6
1021,55.16527,-6.63983,8
1022,54.420307,-5.915371,5
1023,54.478294,-6.498332,5
1024,54.945446,-7.278044,8
1025,54.576637,-6.089793,8
1026,54.593395,-6.835217,14
1027,54.48074,-5.693976,8
1028,54.4433,-6.113566,18
1029,54.56833,-5.778155,8
1030,54.912685,-7.1662526,13
1031,55.16068,-6.612419,6
1032,54.449173,-6.7940826,16
1033,54.879025,-6.6416216,26
1034,54.78546,-7.459958,7
1035,54.401054,-6.394733,5
1036,54.25401,-6.573933,8
1037,54.530155,-7.6020865,7
1038,54.519566,-7.71118,11
1039,54.402515,-6.6446733,5
1040,54.199123,-6.238955,8
1041,54.362305,-5.7710633,6
1042,54.979683,-6.522623,9
1043,54.52543,-7.2670374,5
1044,54.236748,-6.461566,5
1045,54.815613,-6.446125,6
1046,54.306053,-5.751303,10
1047,54.490677,-6.4171424,9
1048,54.425278,-7.6413746,11
1049,54.40975,-6.384612,10
1050,54.54673,-6.26685,5
1051,54.75114,-6.2657533,6
1052,54.473244,-6.142733,5
1053,54.549732,-7.8310637,5
1054,54.24436,-6.033983,10
1055,54.582897,-7.275358,8
1056,54.50743,-7.947458,11
1057,55.190876,-6.371782,5
1058,54.256264,-5.62809,8
1059,54.33319,-5.551059,7
1060,54.798473,-5.87946,5
1061,54.33316,-5.5927567,6
1062,54.369545,-5.607886,5
1063,54.50292,-5.706544,16
1064,54.39082,-6.036499,5
1065,54.048893,-6.608559,7
1066,54.137722,-6.3257184,11
1067,54.2753,-5.837534,21
1068,55.061188,-6.629246,12
1069,54.491524,-5.512944,5
1070,54.584675,-5.5800767,6
1071,54.056953,-6.0656333,7
1072,55.037518,-7.2581663,10
1073,54.393566,-6.824852,5
1074,54.76353,-6.305168,8
1075,54.398666,-7.376854,6
1076,54.109623,-6.5970597,6
1077,54.078552,-6.373058,5
1078,54.415455,-8.090846,12
1079,54.76464,-6.497664,5
1080,54.6468,-5.7236915,6
1081,54.45861,-6.712639,5
1082,54.50749,-6.450821,10
1083,54.379032,-7.4297137,11
1084,54.30855,-6.2853265,6
1085,54.141914,-6.4011188,15
1086,54.563137,-6.05449,13
1087,54.59806,-6.56577,10
1088,54.524315,-7.0473,20
1089,54.556507,-5.519981,5
1090,54.467796,-6.520002,10
1091,55.21773,-6.160688,6
1092,54.159264,-6.313794,7
1093,54.61762,-6.065749,27
1094,54.90439,-7.286153,5
1095,54.405437,-6.2842,5
1096,54.501225,-5.8530335,6
1097,54.80097,-5.83079,29
1098,54.360138,-7.4078875,5
1099,54.3433,-6.7106524,5
1100,54.593746,-6.9262156,12
1101,55.036865,-6.9024405,7
1102,54.95557,-6.9701033,7
1103,54.330727,-7.6176414,16
1104,54.864315,-6.6219525,12
1105,54.118298,-5.992251,10
1106,54.82722,-5.911133,8
1107,54.224827,-6.322458,19
1108,55.123108,-6.3634224,14
1109,54.40813,-5.767006,5
1110,54.584858,-6.745693,10
1111,54.11567,-6.35914,17
1112,54.9298,-6.326778,5
1113,54.639393,-6.7953897,6
1114,54.986275,-6.646001,5
1115,54.485718,-5.906174,6
1116,55.05883,-6.749238,5
1117,55.107483,-6.6090293,7
1118,54.996754,-7.178403,5
1119,54.77243,-6.71943,5
1120,54.094055,-6.4618797,5
1121,54.739952,-5.922741,5
1122,54.8863,-6.23715,5
1123,54.25144,-6.509166,7
1124,55.071014,-6.614679,7
1125,54.825256,-6.2621813,5
1126,54.481213,-5.85754,6
1127,54.525238,-6.742981,10
1128,55.14544,-6.306721,5
1129,54.64893,-6.0722413,12
1130,54.74882,-6.653767,6
1131,54.810093,-6.277792,6
1132,54.18733,-6.29919,11
1133,54.23307,-6.043769,5
1134,54.517403,-5.942134,23
1135,54.65912,-6.562315,9
1136,54.484325,-6.969432,10
1137,54.260887,-6.488921,5
1138,54.343285,-5.67563,11
1139,54.11325,-6.281901,12
1140,54.520134,-7.738864,10
1141,54.432304,-5.478959,27
1142,54.753845,-6.6721,20
1143,55.01678,-6.568337,7
1144,54.21618,-6.6309767,5
1145,54.5109,-5.489234,13
1146,54.6146,-5.8989367,21
1147,54.787506,-6.142041,19
1148,54.743813,-7.231032,8
1149,54.648464,-6.8398156,7
1150,54.630802,-5.8676567,14
1151,54.6107,-6.19344,9
1152,54.39851,-6.487129,15
1153,54.548065,-5.840404,5
1154,54.612103,-7.421413,6
1155,54.75899,-6.4735246,5
1156,54.176987,-6.5589576,6
1157,54.278954,-5.847461,5
1158,54.45895,-6.0933275,7
1159,55.069206,-6.531638,5
1160,54.904358,-7.12245,8
1161,54.629013,-7.300135,9
1162,54.255074,-5.778005,9
1163,54.67908,-7.553333,6
1164,54.75644,-6.519937,6
1165,54.278088,-6.059385,10
1166,54.121178,-6.051186,5
1167,54.26562,-6.459493,8
1168,54.397972,-6.195684,10
1169,54.84347,-6.432725,15
1170,54.366013,-6.2309604,6
1171,54.02686,-6.0631547,12
1172,54.6069,-6.548001,15
1173,54.89038,-7.4198303,10
1174,54.371235,-5.808454,7
1175,54.977833,-7.3732,24
1176,54.291832,-7.679052,5
1177,54.48484,-6.7823954,10
1178,54.778507,-6.222305,6
1179,54.58122,-6.267969,6
1180,54.141186,-6.396617,5
1181,54.75716,-7.42228,12
1182,54.333942,-5.777196,10
1183,54.9999,-6.6915674,5
1184,54.10786,-5.920747,5
1185,54.748463,-7.286213,5
1186,55.15781,-6.6232185,12
1187,54.36942,-5.7915883,8
1188,54.481995,-6.617836,7
1189,54.181946,-6.2707505,12
1190,54.221577,-6.484909,17
1191,54.557537,-7.396661,10
1192,54.515816,-7.2546997,7
1193,55.03045,-6.293044,7
1194,54.488075,-6.5128036,5
1195,54.24389,-6.429331,13
1196,54.389706,-6.274092,7
1197,54.361427,-6.063519,5
1198,54.97331,-7.2573853,8
1199,54.959095,-7.1393337,9
1200,54.453663,-6.009559,6
1201,54.260193,-7.775145,6
1202,55.050224,-6.0737033,7
1203,55.07002,-6.5867376,5
1204,54.607506,-5.621755,10
1205,54.65575,-5.786559,7
1206,54.52306,-6.015501,18
1207,54.33116,-6.08256,8
1208,54.147026,-6.355191,5
1209,54.23119,-6.218757,6
1210,54.601326,-7.1828184,7
1211,54.320385,-6.271402,6
1212,54.758167,-6.3656397,5
1213,54.474182,-5.9069448,10
1214,54.563305,-6.717878,5
1215,54.565956,-5.5665565,7
1216,54.111725,-5.9342055,6
1217,54.766285,-5.69854,5
1218,54.47334,-6.149347,6
1219,54.475063,-6.160562,15
1220,54.957375,-6.395057,7
1221,54.95177,-5.967836,5
1222,54.131546,-6.587261,19
1223,54.65839,-5.80102,15
1224,54.41557,-6.669705,6
1225,54.269123,-6.688016,7
1226,54.87324,-6.315551,5
1227,54.302094,-5.5545354,6
1228,54.488567,-6.5507174,7
1229,54.402172,-6.4777746,18
1230,55.139774,-6.727867,8
1231,54.32121,-6.525625,6
1232,54.469036,-6.72797,5
1233,54.415,-6.332856,5
1234,54.832104,-6.5657754,6
1235,54.57588,-7.234152,8
1236,54.555202,-5.721578,7
1237,54.28697,-7.634057,5
1238,54.16803,-6.41302,11
1239,54.54553,-5.875776,6
1240,54.48224,-7.209398,8
1241,55.00406,-5.985418,5
1242,54.53112,-7.04935,5
1243,54.708485,-5.982011,5
1244,54.225903,-5.99729,9
1245,54.90823,-6.2173553,6
1246,55.062202,-7.2706037,7
1247,54.58042,-5.8165717,7
1248,54.980194,-6.84537,5
1249,54.725563,-6.3294854,7
1250,54.14867,-6.3258157,7
1251,54.365505,-5.778953,6
1252,54.38033,-7.53427,6
1253,54.191536,-7.4013085,7
1254,54.24486,-6.254404,5
1255,54.06856,-6.034953,9
1256,54.3835,-5.920379,8
1257,54.361946,-5.9291,5
1258,55.023903,-6.093265,8
1259,54.461143,-6.962922,5
1260,54.329082,-5.815079,5
1261,54.413193,-5.6715684,6
1262,54.9368,-7.348479,10
1263,55.120796,-6.0551877,5
1264,54.586098,-6.918984,11
1265,54.190907,-6.103295,7
1266,55.04558,-6.5267396,5
1267,54.660168,-5.566293,5
1268,54.41271,-5.839948,15
1269,54.77492,-7.4559736,5
1270,54.69636,-7.736336,8
1271,54.086185,-6.4180794,8
1272,54.443928,-6.426016,6
1273,54.54607,-6.3036284,6
1274,54.48047,-6.987565,5
1275,54.22153,-6.453653,8
1276,54.771317,-6.2161083,27
1277,54.991783,-7.161538,5
1278,54.422993,-5.692171,6
1279,54.613106,-6.1203732,5
1280,54.30133,-5.794165,12
1281,54.357788,-6.497281,5
1282,54.432945,-6.173146,11
1283,54.714283,-5.93695,12
1284,54.419453,-7.660912,7
1285,54.568108,-5.875297,13
1286,54.50221,-7.236797,6
1287,54.396103,-5.814027,9
1288,54.371696,-6.5236,7
1289,54.88048,-7.418958,7
1290,54.31463,-6.5793753,5
1291,54.62516,-6.243231,5
1292,54.917274,-6.223459,9
1293,54.483,-7.068041,6
1294,54.51524,-6.209131,6
1295,54.230164,-7.313636,7
1296,54.319653,-6.6642547,7
1297,54.910976,-7.3742466,6
1298,54.831085,-5.876163,5
1299,55.128242,-6.954381,5
1300,54.746033,-6.116769,8
1301,54.566135,-6.2393346,7
1302,54.81429,-5.853475,6
1303,55.02475,-6.316178,10
1304,54.07841,-6.639107,7
1305,54.97344,-6.8363814,6
1306,54.47754,-6.763744,8
1307,54.397167,-7.5639787,40
1308,54.827652,-6.855345,9
1309,54.686695,-7.5100965,5
1310,54.292957,-5.8570075,6
1311,54.473366,-7.161705,8
1312,54.800453,-5.7190957,7
1313,54.589527,-5.532039,5
1314,54.608734,-6.9141035,5
1315,54.504707,-6.69591,5
1316,54.411602,-6.684471,6
1317,54.279247,-5.707219,5
1318,54.896587,-5.8825326,6
1319,54.41552,-5.826982,5
1320,54.97161,-6.898163,5
1321,54.49948,-6.59934,5
1322,54.155178,-6.2940955,6
1323,54.55369,-7.246994,6
1324,54.258118,-6.686888,5
1325,54.342762,-5.838591,5
1326,54.607582,-6.577445,5
1327,54.1408,-7.35903,8
1328,54.227287,-6.13107,5
1329,54.771492,-6.023723,5
1330,54.213905,-6.302129,5
1331,54.790302,-6.5956907,5
1332,54.638844,-6.927752,8
1333,54.20382,-6.329333,7
1334,54.624107,-7.26164,5
1335,54.895924,-6.371533,5
1336,54.96826,-6.003718,6
1337,54.592716,-7.044956,6
1338,55.086105,-7.0047593,6
1339,54.611626,-6.530729,5
1340,55.170807,-6.346452,12
1341,54.546104,-5.817958,10
1342,54.966988,-7.221183,9
1343,54.196938,-6.597735,5
1344,54.569263,-5.515448,7
1345,54.942528,-7.2362275,5
1346,54.437763,-6.867958,5
1347,54.50042,-7.705774,5
1348,54.540802,-6.3190107,5
1349,54.82392,-6.84915,7
1350,54.747345,-5.7281556,8
1351,54.928257,-7.1844645,14
1352,54.491413,-6.215359,9
1353,54.645214,-7.181468,5
1354,54.55747,-6.944805,6
1355,54.098373,-5.945011,6
1356,55.171875,-6.5801535,5
1357,54.197765,-6.1215615,6
1358,54.876755,-5.8333244,12
1359,54.5857,-6.005104,7
1360,54.108673,-6.0454574,7
1361,54.914173,-6.5929427,14
1362,54.2785,-6.0391445,11
1363,54.20982,-6.436081,5
1364,54.454594,-7.474408,8
1365,54.176712,-6.285581,8
1366,54.141266,-6.222467,6
1367,54.213104,-7.678271,7
1368,54.07052,-6.626904,19
1369,54.385895,-6.538699,7
1370,55.17839,-6.6659436,11
1371,54.181255,-6.625836,7
1372,54.62896,-5.632679,7
1373,54.246376,-6.44826,7
1374,54.382908,-5.683168,6
1375,54.327057,-5.8690543,6
1376,54.266613,-7.638396,5
1377,54.39807,-6.545322,9
1378,54.21795,-7.392292,10
1379,54.476734,-6.6404138,6
1380,54.290203,-6.711575,6
1381,54.273273,-5.8898864,6
1382,54.772278,-6.506574,5
1383,54.060593,-6.419701,9
1384,55.08446,-6.371458,6
1385,54.22948,-5.896018,7
1386,54.473232,-6.6924996,6
1387,54.278893,-5.862405,5
1388,54.50899,-6.130751,9
1389,54.205357,-6.4708867,11
1390,54.788486,-7.519235,6
1391,54.83646,-5.734506,8
1392,54.27812,-5.969391,8
1393,54.28493,-5.9978065,7
1394,54.494633,-7.9898777,9
1395,54.374485,-6.337475,6
1396,54.52327,-5.977056,9
1397,54.773598,-6.043563,5
1398,54.26372,-6.2383513,6
1399,54.894737,-6.579862,8
1400,54.561157,-6.251208,6
1401,54.212616,-6.332381,10
1402,54.652733,-6.097148,5
1403,54.23252,-6.395884,5
1404,54.194546,-6.272262,6
1405,54.8367,-7.3284354,6
1406,54.718227,-6.369341,9
1407,54.143547,-6.62427,5
1408,55.14545,-6.221064,8
1409,54.64689,-7.0404067,5
1410,54.570366,-6.6364794,5
1411,54.827892,-6.291837,7
1412,55.14663,-6.7976446,5
1413,54.3879,-7.446615,8
1414,54.63579,-7.1776547,6
1415,54.706493,-7.5130224,9
1416,54.379547,-7.270763,8
1417,54.497196,-6.678816,6
1418,54.36547,-6.046018,5
1419,54.421604,-6.2721076,6
1420,54.651733,-6.661376,10
1421,54.490543,-5.7456803,6
1422,54.660774,-7.6363893,5
1423,54.30388,-7.3124256,9
1424,54.792625,-6.329652,5
1425,54.603317,-5.629862,6
1426,54.85067,-6.245337,8
1427,54.528736,-5.874285,8
1428,54.518433,-6.6945467,11
1429,54.196815,-6.130834,5
1430,54.92995,-7.402318,5
1431,54.779724,-6.7025385,5
1432,54.562767,-7.317086,5
1433,54.315758,-6.185736,5
1434,54.899525,-7.195037,28
1435,54.33172,-7.3199396,5
1436,54.503414,-7.01395,6
1437,54.927723,-7.111809,14
1438,54.915257,-7.4220433,6
1439,54.259537,-6.789061,8
1440,54.200264,-6.47981,5
1441,54.49904,-5.896791,6
1442,54.62265,-7.206893,5
1443,55.125114,-6.638186,5
1444,54.49696,-5.7707,5
1445,54.66625,-7.60505,5
1446,54.455044,-6.1369267,11
1447,54.430252,-6.044893,6
1448,54.87701,-6.128037,8
1449,54.65026,-6.206512,5
1450,54.674747,-5.623608,7
1451,54.637318,-6.191733,5
1452,54.498077,-7.170831,6
1453,54.726524,-7.0665727,5
1454,54.93968,-7.258612,12
1455,54.782715,-5.7004967,5
1456,54.814415,-6.6393137,5
1457,54.69363,-6.0529513,8
1458,54.801693,-5.859809,7
1459,54.434902,-7.125614,6
1460,54.232674,-6.6931243,5
1461,54.424767,-7.280313,8
1462,54.31824,-5.542828,8
1463,54.295734,-5.9284387,6
1464,54.25752,-6.318,5
1465,54.65014,-7.349301,8
1466,54.45574,-6.077341,5
