WardCode,WARDNAME,Population,NumberOfCrimes,CrimeRatePer100kPeople,RatePercentile,RateRank,HighCrimeRate,TotalCrimes,AvgMonthly,TrendChange,TrendPct,TrendSlope,Months,FirstMonth,LastMonth,YoYCurrent,YoYPrior,YoYChange,AnnualizedCrimeRatePer100k,TotalHarm,HarmScorePer100k,RatingScore,RatingBand
N08000629,MAGUIRESBRIDGE,3299,69,717.100420040705,0.19696969696969696,372,False,69,1.9714285714285715,-0.6062443164595331,-54.54545454545454,-0.008490816757136305,35,2023-01,2025-11,5,4,25.0,717.100420040705,114,1184.7746070237736,33.1,Stable
N08000634,ROSSLEA,2331,59,867.8065820922964,0.2532467532467532,346,False,59,1.6857142857142857,0.14300014300014297,19.999999999999993,0.010935305052952106,35,2023-01,2025-11,3,1,200.0,867.8065820922964,63,926.6409266409268,45.6,Stable
N08000635,ROSSORRY,2543,183,2467.277119262963,0.7467532467532467,118,False,183,5.228571428571429,-1.4418665618036441,-55.00000000000001,-0.04350934239208855,35,2023-01,2025-11,2,8,-75.0,2467.277119262963,192,2588.6186169316325,56.6,Watch
N08000637,STRULE,2971,408,4708.371399721113,0.9264069264069265,35,True,408,11.657142857142857,0.44878267698866914,8.69565217391306,-0.00801397637479766,35,2023-01,2025-11,19,10,90.0,4708.371399721113,624,7201.038611338175,84.8,Elevated
N08000701,BALLINDERRY,3921,128,1119.248005246475,0.37662337662337664,289,False,128,3.657142857142857,-0.34004930714953685,-28.57142857142858,-0.019288511119826636,35,2023-01,2025-11,1,1,0.0,1119.248005246475,168,1469.0130068859983,38.4,Stable
N08000704,BALLYMACBRENNAN,3081,31,344.9714842119905,0.021645021645021644,453,False,31,0.8857142857142857,0.0,0.0,-0.004818545399334676,35,2023-01,2025-11,0,1,-100.0,344.9714842119905,49,545.2775073028237,23.1,Stable
N08000705,BALLYMACOSS,5975,320,1836.2223550508068,0.6233766233766234,175,False,320,9.142857142857142,-0.8368200836820082,-55.55555555555555,-0.012704663455340265,35,2023-01,2025-11,9,6,50.0,1836.2223550508068,356,2042.7973699940226,60.0,Watch
N08000706,BEECHILL,3384,116,1175.2786220871328,0.41774891774891776,270,False,116,3.3142857142857145,-1.3790386130811667,-58.33333333333335,-0.018045043076332177,35,2023-01,2025-11,2,3,-33.33333333333333,1175.2786220871328,178,1803.4447821681863,42.0,Stable
N08000707,BLARIS,3415,243,2439.6569755281325,0.7402597402597403,121,False,243,6.942857142857143,-1.5617374328940947,-48.484848484848484,-0.027642096370026792,35,2023-01,2025-11,3,4,-25.0,2439.6569755281325,297,2981.802970089939,59.7,Watch
N08000708,CAIRNSHILL,3513,42,409.90606319385137,0.03896103896103896,445,False,42,1.2,-0.09488566277635446,-19.999999999999993,-0.003428641596120369,35,2023-01,2025-11,1,1,0.0,409.90606319385137,78,761.2541173600098,25.3,Stable
N08000709,CARROWREAGH,6124,146,817.3929271251284,0.23376623376623376,355,False,146,4.171428571428572,-0.27215327672545164,-33.33333333333332,-0.004162344232271608,35,2023-01,2025-11,3,4,-25.0,817.3929271251284,200,1119.7163385275728,38.2,Stable
N08000710,CARRYDUFF EAST,3823,122,1094.129516834199,0.3658008658008658,294,False,122,3.4857142857142858,0.0,0.0,-0.010477641226514138,35,2023-01,2025-11,5,3,66.66666666666666,1094.129516834199,162,1452.860505960166,43.9,Stable
N08000711,CARRYDUFF WEST,3351,121,1238.0099757002174,0.4393939393939394,260,False,121,3.4571428571428573,0.19894558838157772,25.000000000000018,0.0008359058335360376,35,2023-01,2025-11,2,3,-33.33333333333333,1238.0099757002174,121,1238.0099757002174,55.0,Watch
N08000712,DERRYAGHY,4627,299,2215.5670134922348,0.70995670995671,135,False,299,8.542857142857143,0.3602045962106475,19.99999999999999,0.020522581195867168,35,2023-01,2025-11,11,7,57.14285714285714,2215.5670134922348,366,2712.0318626694248,78.9,Elevated
N08000713,DROMARA,3460,74,723.3691164327004,0.2012987012987013,370,False,73,2.085714285714286,0.09633911368015424,12.500000000000014,-0.008176681077055093,35,2023-01,2025-11,3,2,50.0,723.3691164327004,109,1080.0990916597852,33.8,Stable
N08000714,DRUMBO,3039,99,1116.9087575800309,0.37445887445887444,290,False,99,2.8285714285714287,-1.2065372381265766,-100.0,-0.010415485707280592,35,2023-01,2025-11,0,4,-100.0,1116.9087575800309,126,1421.5202369200395,44.5,Stable
N08000715,DUNDONALD,3105,305,3367.8398895790197,0.841991341991342,74,True,305,8.714285714285714,-1.0735373054213633,-27.027027027027025,-0.022643517954685884,35,2023-01,2025-11,8,12,-33.33333333333333,3367.8398895790197,413,4560.386473429952,69.2,Watch
N08000717,GALWALLY,3040,108,1218.045112781955,0.4329004329004329,263,False,108,3.085714285714286,-1.0964912280701755,-58.82352941176471,-0.017230576441102756,35,2023-01,2025-11,1,1,0.0,1218.045112781955,153,1725.563909774436,43.8,Stable
N08000718,GLENAVY,4079,121,1017.056001120723,0.3268398268398268,312,False,121,3.4571428571428573,-0.5720356296477895,-35.0,-0.0039829611668153395,35,2023-01,2025-11,2,4,-50.0,1017.056001120723,224,1882.8144152978673,45.1,Stable
N08000719,GRAHAM'S BRIDGE,3312,255,2639.7515527950313,0.7597402597402597,112,False,255,7.285714285714286,-3.421900161030596,-66.66666666666666,-0.0331533579615421,35,2023-01,2025-11,4,8,-50.0,2639.7515527950313,286,2960.662525879917,59.3,Watch
N08000720,HARMONY HILL,3022,107,1213.9548076013991,0.42857142857142855,265,False,107,3.057142857142857,-3.4193690712552396,-93.93939393939394,-0.04940427527728497,35,2023-01,2025-11,1,4,-75.0,1213.9548076013991,206,2337.146638933535,33.4,Stable
N08000721,HILDEN,3902,1164,10227.72204730175,0.9935064935064936,4,True,1164,33.25714285714286,-5.211002904493421,-43.26241134751773,-0.13223126257166107,35,2023-01,2025-11,27,24,12.5,10227.72204730175,1474,12951.599912132971,70.0,Elevated
N08000722,HILLHALL,4065,167,1408.539799683711,0.49783549783549785,233,False,167,4.771428571428571,-1.066010660106601,-56.52173913043478,-0.031559979465340844,35,2023-01,2025-11,4,2,100.0,1408.539799683711,239,2015.8144438587242,41.4,Stable
N08000723,HILLSBOROUGH,3312,129,1345.7556935817804,0.47619047619047616,243,False,130,3.7142857142857144,-0.8051529790660226,-50.0,-0.027063965682891492,35,2023-01,2025-11,2,8,-75.0,1345.7556935817804,179,1853.0020703933747,41.4,Stable
N08000725,KNOCKMORE,4658,273,2009.446114212108,0.6645021645021645,156,False,273,7.8,-1.21654501216545,-48.57142857142857,-0.014913651162483001,35,2023-01,2025-11,6,6,0.0,2009.446114212108,408,3003.128258602711,61.6,Watch
N08000726,LAGAN,3477,45,443.7322815234809,0.047619047619047616,441,False,45,1.2857142857142858,-0.4793404275716615,-62.500000000000014,-0.01288982662377577,35,2023-01,2025-11,1,1,0.0,443.7322815234809,54,532.478737828177,19.6,Stable
N08000727,LAGAN VALLEY,3397,348,3512.342823499727,0.8528138528138528,69,True,348,9.942857142857143,-1.8643901481699543,-37.25490196078432,-0.05755613991254432,35,2023-01,2025-11,18,3,500.0,3512.342823499727,424,4279.406198746794,62.2,Watch
N08000728,LAMBEG,3817,323,2901.3061866087796,0.7878787878787878,99,False,323,9.228571428571428,-1.8339009693476553,-46.666666666666664,-0.047773890798132185,35,2023-01,2025-11,4,6,-33.33333333333333,2901.3061866087796,390,3503.1251169579705,59.0,Watch
N08000729,LISNAGARVEY,2939,206,2403.1497593933796,0.7337662337662337,124,False,206,5.885714285714286,-1.9280934558239768,-54.83870967741936,-0.060139741503951,35,2023-01,2025-11,3,4,-25.0,2403.1497593933796,296,3453.069557186604,53.7,Stable
N08000730,MAGHABERRY,4782,153,1096.970783294497,0.36796536796536794,293,False,153,4.371428571428571,-1.1152934615920813,-63.99999999999999,-0.0030459695379615663,35,2023-01,2025-11,5,5,0.0,1096.970783294497,198,1419.6092489693492,48.7,Stable
N08000731,MAGHERALAVE,4255,184,1482.6254826254826,0.5216450216450217,222,False,184,5.257142857142857,-1.5667841754798277,-71.42857142857143,-0.05806317826778182,35,2023-01,2025-11,1,4,-75.0,1482.6254826254826,238,1917.743830787309,39.0,Stable
N08000732,MAZE,3228,84,892.1933085501857,0.2662337662337662,340,False,84,2.4,-0.30978934324659246,-33.33333333333334,-0.014144443403135731,35,2023-01,2025-11,1,4,-75.0,892.1933085501857,111,1178.9697291556029,33.9,Stable
N08000733,MOIRA,3747,73,667.9629417819971,0.17316017316017315,383,False,73,2.085714285714286,-0.5337603416066186,-54.54545454545454,-0.013680412116808283,35,2023-01,2025-11,1,3,-66.66666666666666,667.9629417819971,118,1079.720919592817,27.8,Stable
N08000735,NEWTOWNBREDA,2843,105,1266.2680267323249,0.44805194805194803,256,False,105,3.0,-0.9379763160980188,-44.44444444444445,-0.02138034249929306,35,2023-01,2025-11,0,2,-100.0,1266.2680267323249,150,1808.9543239033217,42.5,Stable
N08000736,OLD WARREN,4122,502,4175.504262840508,0.8896103896103896,52,True,502,14.342857142857143,-5.984150088953582,-79.56989247311827,-0.13414390501469875,35,2023-01,2025-11,3,8,-62.5,4175.504262840508,713,5930.546891245581,62.7,Watch
N08000737,RAVERNET,3096,48,531.5614617940199,0.09090909090909091,421,False,48,1.3714285714285714,0.32299741602067183,75.0,0.019361749867905814,35,2023-01,2025-11,2,3,-33.33333333333333,531.5614617940199,48,531.5614617940199,35.3,Stable
N08000738,STONYFORD,3149,164,1785.6008710248152,0.6060606060606061,183,False,164,4.685714285714286,-0.529268550862708,-27.77777777777779,0.012275472272109861,35,2023-01,2025-11,5,1,400.0,1785.6008710248152,173,1883.5911627273965,70.6,Elevated
N08000739,WALLACE PARK,3862,182,1615.7431382703264,0.5692640692640693,200,False,182,5.2,-1.467288106335232,-68.0,-0.02705380443218199,35,2023-01,2025-11,2,3,-33.33333333333333,1615.7431382703264,267,2370.3484500998743,48.0,Stable
N08000801,ACADEMY,2567,36,480.82809282653454,0.06060606060606061,435,False,36,1.0285714285714285,-0.6492663290481755,-71.42857142857142,-0.011348520709413487,35,2023-01,2025-11,0,1,-100.0,480.82809282653454,90,1202.0702320663368,21.8,Stable
N08000803,ARDEEVIN,3715,100,922.8994424149203,0.2727272727272727,337,False,100,2.857142857142857,-0.0897263346792283,-9.090909090909086,-0.0052780196870134246,35,2023-01,2025-11,3,0,,922.8994424149203,118,1089.0213420496057,40.5,Stable
N08000804,BALLEE and HARRYVILLE,3588,444,4242.713807931199,0.8939393939393939,50,True,444,12.685714285714285,-6.50315867707172,-77.77777777777779,-0.09750834559018695,35,2023-01,2025-11,7,8,-12.5,4242.713807931199,715,6832.298136645962,63.6,Watch
N08000805,BALLYCARRY and GLYNN,3747,115,1052.2703877387626,0.3398268398268398,306,False,115,3.2857142857142856,-0.5337603416066186,-54.54545454545454,-0.01525029547447481,35,2023-01,2025-11,1,0,,1052.2703877387626,142,1299.3251744252543,38.4,Stable
N08000806,BALLYKEEL,3026,443,5019.356057029553,0.9372294372294372,30,True,443,12.657142857142857,-6.609385327164574,-65.21739130434783,-0.10469488522441357,35,2023-01,2025-11,11,2,450.0,5019.356057029553,662,7500.708148427911,66.5,Watch
N08000807,BONEYBEFORE,2864,96,1149.241819632881,0.4004329004329004,278,False,96,2.742857142857143,-1.5130353817504654,-86.66666666666667,-0.0287545185672034,35,2023-01,2025-11,0,2,-100.0,1149.241819632881,141,1687.9489225857942,35.6,Stable
N08000808,BRAIDWATER,3214,151,1610.8098497644237,0.5670995670995671,201,False,151,4.314285714285714,-1.1408421489317575,-37.93103448275863,-0.009499755098056652,35,2023-01,2025-11,3,0,,1610.8098497644237,258,2752.2446439683526,58.5,Watch
N08000809,BROUGHSHANE,3726,126,1159.4202898550725,0.4090909090909091,274,False,126,3.6,-1.0735373054213633,-52.17391304347826,-0.01360716052389823,35,2023-01,2025-11,2,7,-71.42857142857143,1159.4202898550725,162,1490.6832298136646,44.4,Stable
N08000810,BURLEIGH HILL,2594,46,607.9964753827514,0.1406926406926407,398,False,46,1.3142857142857143,-1.0280133641737341,-80.0,-0.01554978197909849,35,2023-01,2025-11,1,3,-66.66666666666666,607.9964753827514,73,964.8639718030622,24.3,Stable
N08000811,CAIRNCASTLE,3237,58,614.325433602542,0.14502164502164502,396,False,58,1.6571428571428573,-1.7505921120378949,-89.4736842105263,-0.019556787806256266,35,2023-01,2025-11,1,0,,614.325433602542,103,1090.957235535549,22.0,Stable
N08000812,CARNLOUGH and GLENARM,3137,141,1541.0537820483628,0.5476190476190477,210,False,141,4.0285714285714285,-0.8500690681117843,-50.000000000000014,-0.016340613389123546,35,2023-01,2025-11,4,5,-20.0,1541.0537820483628,159,1737.7840520970901,52.4,Stable
N08000813,CASTLE,3913,779,6825.599649519916,0.9761904761904762,12,True,779,22.257142857142856,-2.9815146094215867,-31.531531531531538,-0.04466903040285883,35,2023-01,2025-11,13,19,-31.57894736842105,6825.599649519916,941,8245.043992552297,72.4,Elevated
N08000814,CASTLE DEMESNE,4446,1606,12384.808174281858,0.9956709956709957,3,True,1606,45.885714285714286,-6.897585844954267,-47.422680412371136,-0.12512427373108476,35,2023-01,2025-11,32,38,-15.789473684210526,12384.808174281858,1939,14952.766531713898,70.3,Elevated
N08000815,CRAIGYHILL,3920,308,2693.8775510204086,0.7705627705627706,107,False,308,8.8,-2.040816326530612,-68.57142857142856,-0.09210827188018063,35,2023-01,2025-11,3,6,-50.0,2693.8775510204086,371,3244.8979591836737,55.2,Watch
N08000816,CULLYBACKEY,2869,224,2676.8909027535733,0.7640692640692641,110,False,224,6.4,-3.1369815266643437,-67.5,-0.04217790287952057,35,2023-01,2025-11,1,6,-83.33333333333334,2676.8909027535733,323,3859.9810785241243,58.1,Watch
N08000817,CURRAN and INVER,3384,723,7325.2279635258365,0.9783549783549783,11,True,723,20.65714285714286,-8.668242710795901,-69.84126984126983,-0.17598055770771664,35,2023-01,2025-11,9,15,-40.0,7325.2279635258365,1024,10374.873353596759,68.6,Watch
N08000818,FAIR GREEN,4262,598,4810.618757122746,0.9285714285714286,34,True,598,17.085714285714285,-0.7821054278116684,-12.987012987012978,-0.033453080903877254,35,2023-01,2025-11,17,15,13.333333333333334,4810.618757122746,699,5623.11456727224,71.0,Elevated
N08000819,GALGORM,3254,74,779.6997102467293,0.22510822510822512,359,False,74,2.1142857142857143,-0.6146281499692686,-54.545454545454554,-0.016097403927766537,35,2023-01,2025-11,3,0,,779.6997102467293,110,1159.0130827991923,29.9,Stable
N08000820,GARDENMORE,3290,201,2094.659140251845,0.683982683982684,147,False,201,5.742857142857143,-1.7223910840932117,-56.666666666666664,-0.02928831106910847,35,2023-01,2025-11,2,3,-33.33333333333333,2094.659140251845,255,2657.40338688667,55.3,Watch
N08000821,GLENRAVEL,3595,58,553.1492151798132,0.10173160173160173,416,False,58,1.6571428571428573,-0.37088548910523894,-50.000000000000014,1.78120297626835e-18,35,2023-01,2025-11,0,0,,553.1492151798132,80,762.9644347307768,31.2,Stable
N08000822,GLENWHIRRY,3160,57,618.4448462929477,0.1471861471861472,395,False,57,1.6285714285714286,0.21097046413502119,33.33333333333335,-8.864305215756615e-05,35,2023-01,2025-11,2,0,,618.4448462929477,120,1301.9891500904157,34.3,Stable
N08000823,GORTALEE,3693,141,1309.0402692352325,0.461038961038961,250,False,141,4.0285714285714285,-1.0831302464121308,-52.17391304347825,-0.021541245796991956,35,2023-01,2025-11,1,3,-66.66666666666666,1309.0402692352325,177,1643.2633166995474,43.3,Stable
N08000824,GRANGE,3720,59,543.778801843318,0.09523809523809523,419,False,59,1.6857142857142857,-0.3584229390681004,-66.66666666666666,-0.002861359597602484,35,2023-01,2025-11,1,2,-50.0,543.778801843318,59,543.778801843318,29.7,Stable
N08000825,GREENISLAND,3446,116,1154.1331564546888,0.4069264069264069,275,False,116,3.3142857142857145,-0.7738440704198103,-44.44444444444444,-0.007153180482872201,35,2023-01,2025-11,2,3,-33.33333333333333,1154.1331564546888,152,1512.3124119061438,48.9,Stable
N08000826,ISLANDMAGEE,3048,105,1181.1023622047244,0.4199134199134199,269,False,105,3.0,-0.32808398950131235,-23.076923076923077,-0.009741429380151002,35,2023-01,2025-11,2,1,100.0,1181.1023622047244,118,1327.334083239595,48.1,Stable
N08000827,KELLS,3453,146,1449.6710934591042,0.5108225108225108,227,False,146,4.171428571428572,0.38613765807510436,17.391304347826118,0.0012168203510770296,35,2023-01,2025-11,10,3,233.33333333333334,1449.6710934591042,209,2075.214099540772,60.4,Watch
N08000828,KILROOT,4254,144,1160.588353818255,0.4134199134199134,272,False,144,4.114285714285714,-0.861933866165178,-57.89473684210527,-0.018898015247471787,35,2023-01,2025-11,3,3,0.0,1160.588353818255,171,1378.1986701591782,41.4,Stable
N08000829,KILWAUGHTER,4791,156,1116.3789247696573,0.3722943722943723,291,False,156,4.457142857142857,-0.4174493842621583,-31.578947368421055,-0.009237675450058958,35,2023-01,2025-11,2,6,-66.66666666666666,1116.3789247696573,205,1467.03640754987,45.2,Stable
N08000830,KIRKINRIOLA,3228,53,562.931492299522,0.1038961038961039,415,False,53,1.5142857142857142,0.2065262288310616,66.66666666666669,0.014838649214332566,35,2023-01,2025-11,2,2,0.0,562.931492299522,57,605.4168879447691,35.8,Stable
N08000831,LOVE LANE,3033,153,1729.5464179737176,0.5974025974025974,187,False,153,4.371428571428571,-1.4287284316957904,-51.99999999999999,-0.0010159025694023015,35,2023-01,2025-11,2,7,-71.42857142857143,1729.5464179737176,198,2238.236540907164,65.4,Watch
N08000832,MAINE,3044,50,563.1687629059509,0.10606060606060606,414,False,50,1.4285714285714286,0.0,0.0,-0.007913809413384279,35,2023-01,2025-11,1,1,0.0,563.1687629059509,68,765.909517552093,27.4,Stable
N08000833,PARK,2921,98,1150.2909962341662,0.40476190476190477,276,False,98,2.8,-1.255277872874586,-57.89473684210525,-0.019466876103402666,35,2023-01,2025-11,1,1,0.0,1150.2909962341662,116,1361.568934317993,40.3,Stable
N08000834,PORTGLENONE,3351,152,1555.1860851771326,0.551948051948052,208,False,152,4.3428571428571425,-1.3926191186710435,-50.0,-0.01855710950450009,35,2023-01,2025-11,4,1,300.0,1555.1860851771326,206,2107.686404911114,51.2,Stable
N08000835,SLEMISH,3207,25,267.2724842977415,0.006493506493506494,460,False,25,0.7142857142857143,-0.5196964972456086,-100.0,-0.008210331216989449,35,2023-01,2025-11,0,2,-100.0,267.2724842977415,52,555.9267673393024,20.0,Stable
N08000836,SUNNYLANDS,4097,219,1832.6998849332265,0.6212121212121212,176,False,219,6.257142857142857,-1.0576844845822146,-44.827586206896555,-0.02222026228113893,35,2023-01,2025-11,5,5,0.0,1832.6998849332265,264,2209.2820530701906,53.9,Stable
N08000837,THE MAIDENS,3438,157,1565.6943405634504,0.5541125541125541,207,False,157,4.485714285714286,-0.9695559433779328,-41.666666666666664,-0.02656094433119378,35,2023-01,2025-11,0,4,-100.0,1565.6943405634504,220,2193.9665918723513,47.2,Stable
N08000838,VICTORIA,4394,172,1342.089862799922,0.47186147186147187,245,False,172,4.914285714285715,-1.062054316492186,-63.636363636363626,-0.012431007906121021,35,2023-01,2025-11,1,6,-83.33333333333334,1342.089862799922,226,1763.4436569347815,49.7,Stable
N08000839,WHITEHEAD SOUTH,3345,185,1896.2203715566945,0.6406926406926406,167,False,185,5.285714285714286,-0.9965122072745394,-38.46153846153847,0.002679696691830713,35,2023-01,2025-11,12,5,140.0,1896.2203715566945,266,2726.4573991031384,70.4,Elevated
N08000840,WOODBURN,3428,128,1280.2133688948159,0.45454545454545453,253,False,128,3.657142857142857,-0.8751458576429405,-50.0,-0.013972917054803254,35,2023-01,2025-11,1,0,,1280.2133688948159,195,1950.325054175696,47.3,Stable
N08000901,ARDBOE,3818,84,754.321634363541,0.21861471861471862,362,False,84,2.4,-0.960363191898027,-78.57142857142857,-0.022156583953644306,35,2023-01,2025-11,2,1,100.0,754.321634363541,169,1517.623288183791,26.0,Stable
N08000902,AUGHER and CLOGHER,3460,153,1516.1023947151114,0.5324675324675324,217,False,153,4.371428571428571,-0.9633911368015411,-47.619047619047606,0.0012953158141869668,35,2023-01,2025-11,1,4,-75.0,1516.1023947151114,162,1605.2848885218827,62.1,Watch
N08000903,AUGHNACLOY,3696,134,1243.0426716141003,0.44155844155844154,259,False,134,3.8285714285714287,-1.8939393939393936,-72.41379310344827,-0.026677337601707332,35,2023-01,2025-11,1,0,,1243.0426716141003,170,1576.994434137291,39.2,Stable
N08000904,BALLYGAWLEY,3940,98,852.7918781725886,0.24891774891774893,348,False,98,2.8,-2.1150592216582065,-78.125,-0.027655732343698884,35,2023-01,2025-11,3,3,0.0,852.7918781725886,197,1714.2857142857144,25.2,Stable
N08000905,BALLYMAGUIGAN,4144,99,819.084390512962,0.23593073593073594,354,False,99,2.8285714285714287,0.6435006435006434,133.33333333333331,0.00905767712490402,35,2023-01,2025-11,5,6,-16.666666666666664,819.084390512962,117,968.0088251516823,43.7,Stable
N08000906,BALLYSAGGART,5062,611,4138.398148670768,0.8874458874458875,53,True,611,17.457142857142856,-1.5804030027657054,-38.0952380952381,-0.0630279768960132,35,2023-01,2025-11,2,10,-80.0,4138.398148670768,746,5052.774171699497,64.3,Watch
N08000907,BELLAGHY,3879,59,521.4893381946746,0.08008658008658008,426,False,59,1.6857142857142857,0.0,0.0,0.002021948248234593,35,2023-01,2025-11,1,2,-50.0,521.4893381946746,86,760.1370014363055,30.8,Stable
N08000908,CALEDON,3963,116,1003.5687249918892,0.3181818181818182,316,False,116,3.3142857142857145,0.16822272689040285,13.33333333333333,0.014136363604235532,35,2023-01,2025-11,7,5,40.0,1003.5687249918892,160,1384.2327241267437,50.6,Stable
N08000909,CASTLECAULFIELD,3759,73,665.8305780412725,0.16883116883116883,385,False,73,2.085714285714286,-1.6848452602642547,-86.36363636363636,-0.024367288814967317,35,2023-01,2025-11,2,6,-66.66666666666666,665.8305780412725,109,994.185383650667,21.2,Stable
N08000910,CASTLEDAWSON,3792,177,1600.361663652803,0.5627705627705628,203,False,177,5.057142857142857,-0.4395218002812935,-21.739130434782588,-0.011449727570353011,35,2023-01,2025-11,10,2,400.0,1600.361663652803,240,2169.9819168173594,56.9,Watch
N08000911,COAGH,3371,73,742.4672627876427,0.20562770562770563,368,False,73,2.085714285714286,0.09888262632255518,25.00000000000001,0.003323785758741345,35,2023-01,2025-11,2,5,-60.0,742.4672627876427,95,966.22452006611,40.2,Stable
N08000913,COALISLAND SOUTH,4842,287,2032.2180916976456,0.6688311688311688,154,False,287,8.2,-0.8261049153242463,-35.294117647058826,0.011627947337547169,35,2023-01,2025-11,8,11,-27.27272727272727,2032.2180916976456,332,2350.8585590369976,74.9,Elevated
N08000914,COOKSTOWN EAST,3790,337,3048.6241990199774,0.8095238095238095,89,True,337,9.628571428571428,-0.3518029903254183,-11.76470588235296,-0.00022172457373449383,35,2023-01,2025-11,8,10,-20.0,3048.6241990199774,418,3781.3795702977764,80.6,Elevated
N08000915,COOKSTOWN SOUTH,3524,30,291.87611480460515,0.015151515151515152,456,False,30,0.8571428571428571,-0.1891789632992811,-50.0,-7.94869593694438e-05,35,2023-01,2025-11,0,0,,291.87611480460515,48,467.0017836873682,25.1,Stable
N08000916,COOKSTOWN WEST,3688,299,2779.6715215370314,0.7835497835497836,101,False,299,8.542857142857143,-1.6268980477223425,-60.0,-0.04435613724882578,35,2023-01,2025-11,5,4,25.0,2779.6715215370314,384,3569.879144716455,59.1,Watch
N08000917,COOLSHINNY,4048,48,406.549971767363,0.03463203463203463,447,False,48,1.3714285714285714,-0.49407114624505927,-85.71428571428572,-0.013701132626963822,35,2023-01,2025-11,0,0,,406.549971767363,66,559.0062111801242,18.0,Stable
N08000918,DONAGHMORE,3839,57,509.0611394336323,0.0735930735930736,429,False,57,1.6285714285714286,-0.08682816705739349,-12.50000000000001,-0.0009485430014673227,35,2023-01,2025-11,2,2,0.0,509.0611394336323,102,910.9515126707104,28.8,Stable
N08000919,DRAPERSTOWN,3266,201,2110.0516140320183,0.6861471861471862,146,False,201,5.742857142857143,-0.7144315166360482,-30.434782608695656,-0.02684478567912162,35,2023-01,2025-11,1,5,-80.0,2110.0516140320183,246,2582.451229113813,56.3,Watch
N08000920,FIVEMILETOWN,3174,129,1393.4647583040776,0.49134199134199136,236,False,129,3.6857142857142855,-0.31505986137366115,-27.27272727272728,-0.004147846914443153,35,2023-01,2025-11,2,2,0.0,1393.4647583040776,174,1879.5571158520117,56.3,Watch
N08000921,GLEBE,3845,468,4547.650009288501,0.9134199134199135,41,True,510,14.571428571428571,-1.907238838318161,-31.428571428571416,-0.0485187573078646,35,2023-01,2025-11,14,10,40.0,4547.650009288501,672,5992.197659297789,67.5,Watch
N08000922,KILLYMAN,3619,87,824.2213713338333,0.23809523809523808,353,False,87,2.4857142857142858,-0.736851800681588,-53.333333333333336,-0.006269432337731997,35,2023-01,2025-11,2,2,0.0,824.2213713338333,105,994.7499309201437,37.4,Stable
N08000923,KILLYMEAL,5003,287,1966.8199080551667,0.6471861471861472,164,False,287,8.2,-0.3997601439136518,-23.076923076923077,-0.004423116438260276,35,2023-01,2025-11,5,5,0.0,1966.8199080551667,386,2645.269980868622,67.1,Watch
N08000924,LISSAN,3594,40,381.58836155497255,0.025974025974025976,451,False,40,1.1428571428571428,-0.37098868484511227,-57.14285714285714,-0.005689532351616213,35,2023-01,2025-11,0,2,-100.0,381.58836155497255,76,725.0178869544478,22.9,Stable
N08000925,LOUGHRY,2955,47,545.3226976069615,0.09956709956709957,417,False,47,1.3428571428571427,-0.11280315848843767,-33.33333333333333,0.008626123884409937,35,2023-01,2025-11,1,0,,545.3226976069615,47,545.3226976069615,34.0,Stable
N08000926,LOWER GLENSHANE,3153,42,456.70789724072307,0.05194805194805195,439,False,42,1.2,0.10571942065757478,33.33333333333333,0.00515271125894062,35,2023-01,2025-11,1,2,-50.0,456.70789724072307,60,652.439853201033,29.8,Stable
N08000927,MAGHERA,3469,218,2154.593748713092,0.6926406926406926,143,False,218,6.228571428571429,-1.633515902757759,-47.22222222222222,-0.011304608323583107,35,2023-01,2025-11,2,4,-50.0,2154.593748713092,335,3310.95828357287,66.1,Watch
N08000928,MOY,3950,216,1874.8643761301992,0.6341991341991342,170,False,216,6.171428571428572,0.0,0.0,-0.003616636528028928,35,2023-01,2025-11,8,3,166.66666666666669,1874.8643761301992,256,2222.0614828209764,66.9,Watch
N08000929,MOYGASHEL,3606,145,1378.6546232469695,0.48268398268398266,240,False,145,4.142857142857143,-1.2941393973007949,-66.66666666666666,-0.021672562535829647,35,2023-01,2025-11,1,4,-75.0,1378.6546232469695,230,2186.8314713572618,44.8,Stable
N08000930,MULLAGHMORE,4408,235,1827.8454757583613,0.6168831168831169,178,False,235,6.714285714285714,-1.3611615245009072,-60.0,-0.035268190760877845,35,2023-01,2025-11,2,4,-50.0,1827.8454757583613,370,2877.884366087633,49.0,Stable
N08000931,OAKLANDS,3413,46,462.09869825457287,0.05627705627705628,437,False,46,1.3142857142857143,-0.1953315753491553,-28.57142857142858,0.005252613790901649,35,2023-01,2025-11,2,0,,462.09869825457287,50,502.2811937549705,30.2,Stable
N08000932,POMEROY,3879,60,530.3281405369572,0.08874458874458875,422,False,60,1.7142857142857142,-0.8593280054996995,-71.42857142857143,-0.011553989989911919,35,2023-01,2025-11,1,2,-50.0,530.3281405369572,132,1166.7219091813058,23.5,Stable
N08000933,STEWARTSTOWN,3110,59,650.4363803399173,0.15800865800865802,390,False,59,1.6857142857142857,0.21436227224008586,25.000000000000018,-0.0024318409035639908,35,2023-01,2025-11,2,1,100.0,650.4363803399173,122,1344.9701423977951,34.3,Stable
