Month,Longitude,Latitude,Location,Crime type
2025-11,-6.757451,54.502927,On or near Killymerron Park,criminal-damage-arson
2025-11,-6.757754,54.503649,On or near Killyman Road,criminal-damage-arson
2025-11,-6.763833,54.501186,On or near Gortmerron Avenue,drugs
2025-11,-6.748438,54.495314,On or near ,other-theft
2025-11,-6.763833,54.501186,On or near Gortmerron Avenue,possession-of-weapons
2025-11,-6.761133,54.504725,On or near Orpheus Drive,shoplifting
2025-11,-6.752565,54.515867,On or near Ashbourne Court,vehicle-crime
2025-11,-6.751462,54.497852,On or near Belmount,violent-crime
2025-11,-6.763833,54.501186,On or near Gortmerron Avenue,violent-crime
2025-11,-6.747738,54.50103,On or near Cedar Ridge,violent-crime
2025-11,-6.757451,54.502927,On or near Killymerron Park,violent-crime
2025-11,-6.760141,54.513016,On or near Dunlea Vale,violent-crime
2025-11,-6.761133,54.504725,On or near Orpheus Drive,violent-crime
2025-11,-6.765474,54.500529,On or near Empire Avenue,violent-crime
2025-11,-6.74797,54.683008,On or near Churchtown Road,burglary
2025-11,-6.783201,54.669946,On or near Feegarron Road,criminal-damage-arson
2025-11,-6.668074,54.687672,On or near Riverbrook Court,violent-crime
2025-11,-6.78806,54.605159,On or near ,anti-social-behaviour
2025-11,-6.760498,54.601071,On or near ,shoplifting
2025-11,-6.855345,54.827653,On or near Moneyneany Road,vehicle-crime
2025-11,-6.758185,54.82262,On or near Carnamoney Lane,violent-crime
2025-11,-6.829526,54.815971,On or near Moneyneany Road,violent-crime
2025-11,-6.673557,54.844578,On or near Main Street,anti-social-behaviour
2025-11,-6.672838,54.840887,On or near Largantogher Park,anti-social-behaviour
2025-11,-6.67937,54.845333,On or near Glen Road,anti-social-behaviour
2025-11,-6.677475,54.847127,On or near Glenview,criminal-damage-arson
2025-11,-6.673557,54.844578,On or near Main Street,drugs
2025-11,-6.670365,54.843681,On or near Main Street,drugs
2025-11,-6.677609,54.848737,On or near Crawfordsburn Drive,violent-crime
2025-11,-6.662804,54.839286,On or near Mullagh Park,violent-crime
2025-11,-6.67587,54.846679,On or near Tamney Crescent,violent-crime
2025-11,-6.723065,54.47152,On or near Redford Park,anti-social-behaviour
2025-11,-6.722756,54.467087,On or near Moy Road,anti-social-behaviour
2025-11,-6.695973,54.447441,On or near Jockey Lane,anti-social-behaviour
2025-11,-6.745695,54.411959,On or near Main Street,anti-social-behaviour
2025-11,-6.694207,54.447251,On or near ,anti-social-behaviour
2025-11,-6.69121,54.446455,On or near The Square,anti-social-behaviour
2025-11,-6.702584,54.450467,On or near Dungannon Road,other-theft
2025-11,-6.688711,54.448458,On or near Oakfield Gardens,other-theft
2025-11,-6.688827,54.444812,On or near The Quays,shoplifting
2025-11,-6.702584,54.450467,On or near Dungannon Road,violent-crime
2025-11,-6.693519,54.447531,On or near The Square,violent-crime
2025-11,-6.747235,54.413484,On or near Ashveagh,violent-crime
2025-11,-6.762833,54.49955,On or near Ranfurly Road,other-theft
2025-11,-6.762833,54.49955,On or near Ranfurly Road,violent-crime
2025-11,-6.742981,54.525237,On or near Killymeal Road,anti-social-behaviour
2025-11,-6.767254,54.513673,On or near Bernagh Gardens,anti-social-behaviour
2025-11,-6.770915,54.506433,On or near ,criminal-damage-arson
2025-11,-6.766511,54.50965,On or near ,drugs
2025-11,-6.760808,54.517991,On or near Coalisland Road,other-theft
2025-11,-6.764453,54.510312,On or near Shiels Institution,other-theft
2025-11,-6.764453,54.510312,On or near Shiels Institution,shoplifting
2025-11,-6.76677,54.510784,On or near Drumglass Way,violent-crime
2025-11,-6.775512,54.50604,On or near Charlemont Street,violent-crime
2025-11,-6.759626,54.516227,On or near Lambfield Meadows,violent-crime
2025-11,-6.767254,54.513673,On or near Bernagh Gardens,violent-crime
2025-11,-6.768269,54.512282,On or near ,violent-crime
2025-11,-6.770699,54.512082,On or near Knockmore Drive,violent-crime
2025-11,-6.776749,54.507023,On or near ,other-crime
2025-11,-6.915728,54.666947,On or near Tulnacross Road,anti-social-behaviour
2025-11,-6.925729,54.7202,On or near Davagh Road,anti-social-behaviour
2025-11,-6.867187,54.666916,On or near Ballynasolus Road,drugs
2025-11,-6.904663,54.661717,On or near Drum Road,drugs
2025-11,-6.8597,54.659227,On or near ,other-theft
2025-11,-6.952924,54.597696,On or near Cavanakeeran Road,anti-social-behaviour
2025-11,-6.96182,54.650003,On or near Crancussy Road,violent-crime
2025-11,-6.940825,54.594707,On or near Park View,violent-crime
2025-11,-6.890148,54.589914,On or near Carnenny Lane,violent-crime
2025-11,-6.674986,54.578783,On or near North Street Park,anti-social-behaviour
2025-11,-6.680163,54.576495,On or near Henderson Park,anti-social-behaviour
2025-11,-6.680163,54.576495,On or near Henderson Park,criminal-damage-arson
2025-11,-6.675934,54.57767,On or near Hillhead,drugs
2025-11,-6.70402,54.570338,On or near Roughan Road,violent-crime
2025-11,-6.662849,54.631053,On or near Moorville,violent-crime
2025-11,-6.657525,54.614499,On or near Coagh Road,violent-crime
2025-11,-6.661869,54.631662,On or near ,violent-crime
2025-11,-6.661869,54.631662,On or near ,other-crime
2025-11,-6.690341,54.906477,On or near Halfgayne Road,anti-social-behaviour
2025-11,-6.661021,54.909562,On or near Carn View,criminal-damage-arson
2025-11,-6.679024,54.849255,On or near Craigmore Road,drugs
2025-11,-6.744851,54.86024,On or near ,drugs
2025-11,-6.655064,54.888053,On or near ,other-theft
2025-11,-6.661021,54.909562,On or near Carn View,other-theft
2025-11,-6.665096,54.908924,On or near Main Street,violent-crime
2025-11,-6.719333,54.891469,On or near ,violent-crime
2025-11,-6.680571,54.850054,On or near The Fort,violent-crime
2025-11,-6.744851,54.86024,On or near ,violent-crime
2025-11,-6.665096,54.908924,On or near Main Street,other-crime
2025-11,-6.629374,54.835508,On or near Beagh Terrace,anti-social-behaviour
2025-11,-6.606397,54.834752,On or near Meadow Villas,anti-social-behaviour
2025-11,-6.639867,54.879349,On or near Kilrea Road,anti-social-behaviour
2025-11,-6.64249,54.881975,On or near The Green,criminal-damage-arson
2025-11,-6.603248,54.824061,On or near Quarry Road,drugs
2025-11,-6.622506,54.86487,On or near Culnady Road,drugs
2025-11,-6.603248,54.824061,On or near Quarry Road,other-theft
2025-11,-6.64249,54.881975,On or near The Green,other-theft
2025-11,-6.610159,54.892812,On or near Lisgorgan Lane,violent-crime
2025-11,-6.604209,54.834098,On or near Gulladuff Hill,violent-crime
2025-11,-6.644057,54.881247,On or near Carsonville Drive,violent-crime
2025-11,-6.628234,54.878742,On or near Jubilee Road,violent-crime
2025-11,-6.561983,54.659364,On or near Ballinderry Bridge Road,criminal-damage-arson
2025-11,-6.53841,54.685324,On or near Shore Road,other-theft
2025-11,-6.596992,54.689853,On or near Scotts Road,other-theft
2025-11,-6.547647,54.719331,On or near ,violent-crime
2025-11,-6.585218,54.692626,On or near Scotts Road,violent-crime
2025-11,-6.710125,54.809928,On or near Hazel Grove,anti-social-behaviour
2025-11,-6.630906,54.771849,On or near ,anti-social-behaviour
2025-11,-6.701535,54.809081,On or near ,public-order
2025-11,-6.713134,54.808729,On or near Hillmount Crescent,violent-crime
2025-11,-6.713329,54.80945,On or near Hillmount Crescent,violent-crime
2025-11,-6.601657,54.749891,On or near Golf Terrace,anti-social-behaviour
2025-11,-6.599538,54.750541,On or near Killowen Drive,anti-social-behaviour
2025-11,-6.606675,54.749832,On or near Leckagh Drive,anti-social-behaviour
2025-11,-6.612663,54.749147,On or near Parkmore,anti-social-behaviour
2025-11,-6.598623,54.751384,On or near Killowen Drive,criminal-damage-arson
2025-11,-6.605464,54.751175,On or near Sperrin Drive,drugs
2025-11,-6.615848,54.745464,On or near Sherbourne Place,other-theft
2025-11,-6.60023,54.752992,On or near Beechland Road,violent-crime
2025-11,-6.598623,54.751384,On or near Killowen Drive,violent-crime
2025-11,-6.60926,54.751003,On or near Greenvale Park,violent-crime
2025-11,-6.606675,54.749832,On or near Leckagh Drive,violent-crime
2025-11,-6.524344,54.871442,On or near Ford Road,anti-social-behaviour
2025-11,-6.486815,54.87275,On or near Clady Road,violent-crime
2025-11,-6.603855,54.557634,On or near ,anti-social-behaviour
2025-11,-6.631924,54.542008,On or near ,other-theft
2025-11,-6.334312,54.175294,On or near High Street,anti-social-behaviour
2025-11,-6.334659,54.170096,On or near Chapel Street,anti-social-behaviour
2025-11,-6.334278,54.16966,On or near ,anti-social-behaviour
2025-11,-6.336261,54.171376,On or near Cronin Park,anti-social-behaviour
2025-11,-6.336754,54.17283,On or near St. Colmans Park,anti-social-behaviour
2025-11,-6.328747,54.167831,On or near Barley Lane,anti-social-behaviour
2025-11,-6.337594,54.176318,On or near Margaret Street,anti-social-behaviour
2025-11,-6.339119,54.175351,On or near The Mall,anti-social-behaviour
2025-11,-6.333106,54.16835,On or near Home Avenue,anti-social-behaviour
2025-11,-6.338385,54.173796,On or near Hill Street,anti-social-behaviour
2025-11,-6.326279,54.160699,On or near Carlingford Park,anti-social-behaviour
2025-11,-6.329145,54.176579,On or near Church Street,anti-social-behaviour
2025-11,-6.334312,54.175294,On or near High Street,burglary
2025-11,-6.328714,54.177768,On or near James Street,burglary
2025-11,-6.328747,54.167831,On or near Barley Lane,criminal-damage-arson
2025-11,-6.335486,54.176963,On or near ,criminal-damage-arson
2025-11,-6.337119,54.175566,On or near ,criminal-damage-arson
2025-11,-6.326963,54.161571,On or near Maple Grove,criminal-damage-arson
2025-11,-6.339119,54.175351,On or near The Mall,drugs
2025-11,-6.324527,54.17638,On or near The Blackthorns,drugs
2025-11,-6.329028,54.166954,On or near O'neill Avenue,drugs
2025-11,-6.329604,54.164815,On or near Carnagh Park,drugs
2025-11,-6.339119,54.175351,On or near The Mall,other-theft
2025-11,-6.32903,54.164223,On or near Carnagh Park,other-theft
2025-11,-6.328909,54.161535,On or near Cole Court,other-theft
2025-11,-6.329028,54.166954,On or near O'neill Avenue,possession-of-weapons
2025-11,-6.328747,54.167831,On or near Barley Lane,public-order
2025-11,-6.338388,54.175242,On or near Marcus Street,shoplifting
2025-11,-6.337594,54.176318,On or near Margaret Street,theft-from-the-person
2025-11,-6.334791,54.175561,On or near ,vehicle-crime
2025-11,-6.337535,54.175123,On or near Marcus Street,vehicle-crime
2025-11,-6.335486,54.176963,On or near ,violent-crime
2025-11,-6.330932,54.167565,On or near O'neill Avenue,violent-crime
2025-11,-6.329475,54.166116,On or near O'neill Avenue,violent-crime
2025-11,-6.328719,54.161307,On or near Cole Court,violent-crime
2025-11,-6.326963,54.161571,On or near Maple Grove,violent-crime
2025-11,-6.328714,54.177768,On or near James Street,violent-crime
2025-11,-6.326394,54.176442,On or near Ballyholland Park,violent-crime
2025-11,-6.329028,54.166954,On or near O'neill Avenue,violent-crime
2025-11,-6.326307,54.161894,On or near Maple Grove,violent-crime
2025-11,-6.328747,54.167831,On or near Barley Lane,violent-crime
2025-11,-6.337713,54.172609,On or near St. Colmans Park,violent-crime
2025-11,-6.325115,54.177376,On or near Blackthorn Grange,violent-crime
2025-11,-6.327947,54.178179,On or near Greenfield Park,violent-crime
2025-11,-6.337119,54.175566,On or near ,violent-crime
2025-11,-6.339119,54.175351,On or near The Mall,violent-crime
2025-11,-6.337594,54.176318,On or near Margaret Street,violent-crime
2025-11,-6.337535,54.175123,On or near Marcus Street,other-crime
2025-11,-6.336261,54.171376,On or near Cronin Park,other-crime
2025-11,-6.331929,54.16677,On or near Upper Chapel Street,other-crime
2025-11,-5.896754,54.108177,On or near The Moorings,criminal-damage-arson
2025-11,-5.897998,54.111703,On or near Shannagh Drive,criminal-damage-arson
2025-11,-5.911619,54.125185,On or near Quarter Road,criminal-damage-arson
2025-11,-5.915983,54.113211,On or near Majors Hill,drugs
2025-11,-5.874766,54.16999,On or near Ballagh Road,other-theft
2025-11,-5.903432,54.105544,On or near Kilkeel Road,other-theft
2025-11,-5.911619,54.125185,On or near Quarter Road,violent-crime
2025-11,-5.899727,54.111374,On or near Kellys Brae,violent-crime
2025-11,-5.874766,54.16999,On or near Ballagh Road,violent-crime
2025-11,-5.911619,54.125185,On or near Quarter Road,other-crime
2025-11,-5.904361,54.108346,On or near Kilhorne Green,other-crime
2025-11,-6.349073,54.177294,On or near Woodhill,anti-social-behaviour
2025-11,-6.340907,54.174298,On or near Corn Market,anti-social-behaviour
2025-11,-6.341752,54.176915,On or near Monaghan Street,anti-social-behaviour
2025-11,-6.338205,54.177136,On or near The Mall,anti-social-behaviour
2025-11,-6.339619,54.176616,On or near ,anti-social-behaviour
2025-11,-6.352147,54.180112,On or near Hospital Road,anti-social-behaviour
2025-11,-6.344649,54.17416,On or near Peters Place,anti-social-behaviour
2025-11,-6.3468,54.179752,On or near Clanrye Avenue,anti-social-behaviour
2025-11,-6.349473,54.181082,On or near Clanrye Park,anti-social-behaviour
2025-11,-6.355176,54.186749,On or near Third Avenue,anti-social-behaviour
2025-11,-6.339799,54.173671,On or near Mill Street,anti-social-behaviour
2025-11,-6.339138,54.173725,On or near Mill Street,anti-social-behaviour
2025-11,-6.351678,54.174185,On or near Altmore Gardens,anti-social-behaviour
2025-11,-6.34264,54.174627,On or near Corn Market,anti-social-behaviour
2025-11,-6.346789,54.175798,On or near John Martin Gardens,anti-social-behaviour
2025-11,-6.356974,54.176962,On or near Altnaveigh Park,anti-social-behaviour
2025-11,-6.34969,54.184104,On or near Slieve Gullion Road,anti-social-behaviour
2025-11,-6.343336,54.177134,On or near Monaghan Street,anti-social-behaviour
2025-11,-6.345557,54.17712,On or near Patrick Street,anti-social-behaviour
2025-11,-6.341728,54.179035,On or near Maginnis Street,burglary
2025-11,-6.340907,54.174298,On or near Corn Market,burglary
2025-11,-6.352147,54.180112,On or near Hospital Road,criminal-damage-arson
2025-11,-6.34264,54.174627,On or near Corn Market,criminal-damage-arson
2025-11,-6.358575,54.183336,On or near Parkhead Crescent,criminal-damage-arson
2025-11,-6.359075,54.18231,On or near ,criminal-damage-arson
2025-11,-6.353643,54.184086,On or near First Avenue,criminal-damage-arson
2025-11,-6.355176,54.186749,On or near Third Avenue,criminal-damage-arson
2025-11,-6.350469,54.172237,On or near Ardgreen Drive,criminal-damage-arson
2025-11,-6.354365,54.18096,On or near Laurel Hill,criminal-damage-arson
2025-11,-6.339619,54.176616,On or near ,criminal-damage-arson
2025-11,-6.351678,54.174185,On or near Altmore Gardens,criminal-damage-arson
2025-11,-6.348147,54.178629,On or near Daisy Hill Gardens,criminal-damage-arson
2025-11,-6.352147,54.180112,On or near Hospital Road,drugs
2025-11,-6.353643,54.184086,On or near First Avenue,drugs
2025-11,-6.342449,54.170958,On or near Pool Lane,drugs
2025-11,-6.340907,54.174298,On or near Corn Market,other-theft
2025-11,-6.349473,54.181082,On or near Clanrye Park,other-theft
2025-11,-6.346789,54.175798,On or near John Martin Gardens,other-theft
2025-11,-6.35589,54.181502,On or near ,other-theft
2025-11,-6.343945,54.177224,On or near Monaghan Street,other-theft
2025-11,-6.343755,54.174319,On or near Peters Place,other-theft
2025-11,-6.344649,54.17416,On or near Peters Place,possession-of-weapons
2025-11,-6.35589,54.181502,On or near ,possession-of-weapons
2025-11,-6.351268,54.171394,On or near Loanda Crescent,public-order
2025-11,-6.340907,54.174298,On or near Corn Market,shoplifting
2025-11,-6.340574,54.172289,On or near ,shoplifting
2025-11,-6.339619,54.176616,On or near ,shoplifting
2025-11,-6.337776,54.178675,On or near Canal Quay,shoplifting
2025-11,-6.343945,54.177224,On or near Monaghan Street,shoplifting
2025-11,-6.34971,54.182065,On or near Orior Road,violent-crime
2025-11,-6.35168,54.173349,On or near Altmore Gardens,violent-crime
2025-11,-6.351268,54.171394,On or near Loanda Crescent,violent-crime
2025-11,-6.351678,54.174185,On or near Altmore Gardens,violent-crime
2025-11,-6.344649,54.17416,On or near Peters Place,violent-crime
2025-11,-6.359264,54.1818,On or near Nursery Drive,violent-crime
2025-11,-6.342337,54.181802,On or near Chequer Hill,violent-crime
2025-11,-6.355176,54.186749,On or near Third Avenue,violent-crime
2025-11,-6.340574,54.172289,On or near ,violent-crime
2025-11,-6.352147,54.180112,On or near Hospital Road,violent-crime
2025-11,-6.339619,54.176616,On or near ,violent-crime
2025-11,-6.338684,54.179703,On or near New Street,violent-crime
2025-11,-6.344795,54.173569,On or near Kiln Street,violent-crime
2025-11,-6.354365,54.18096,On or near Laurel Hill,violent-crime
2025-11,-6.347232,54.178904,On or near Clanrye Avenue,violent-crime
2025-11,-6.352745,54.183544,On or near First Avenue,violent-crime
2025-11,-6.343628,54.172116,On or near Cleary Crescent,violent-crime
2025-11,-6.359395,54.183132,On or near Parkhead Crescent,violent-crime
2025-11,-6.356666,54.182025,On or near Crannard Gardens,violent-crime
2025-11,-6.35589,54.181502,On or near ,violent-crime
2025-11,-6.353643,54.184086,On or near First Avenue,violent-crime
2025-11,-6.338205,54.177136,On or near The Mall,violent-crime
2025-11,-6.357681,54.186172,On or near Fifth Avenue,violent-crime
2025-11,-6.343195,54.178363,On or near Upper Edward Street,violent-crime
2025-11,-6.347813,54.177789,On or near Monaghan Row,violent-crime
2025-11,-6.356391,54.177754,On or near Castlekeele,violent-crime
2025-11,-6.345605,54.177462,On or near Monaghan Street,violent-crime
2025-11,-6.344649,54.17416,On or near Peters Place,other-crime
2025-11,-6.343628,54.172116,On or near Cleary Crescent,other-crime
2025-11,-5.794165,54.301331,On or near Ballydugan Road,anti-social-behaviour
2025-11,-5.825529,54.35479,On or near Crawfordstown Road,anti-social-behaviour
2025-11,-5.815079,54.329082,On or near Dunnanew Road,criminal-damage-arson
2025-11,-5.744854,54.29952,On or near ,drugs
2025-11,-5.832206,54.312705,On or near ,violent-crime
2025-11,-5.882919,54.402733,On or near Windmill Drive,anti-social-behaviour
2025-11,-5.899545,54.400184,On or near Dromore Street,anti-social-behaviour
2025-11,-5.884334,54.39769,On or near Hillhead Crescent,anti-social-behaviour
2025-11,-5.896505,54.401802,On or near Windmill Street,anti-social-behaviour
2025-11,-5.905632,54.412186,On or near Ashburn,anti-social-behaviour
2025-11,-5.885701,54.402242,On or near Windmill Gardens,anti-social-behaviour
2025-11,-5.897518,54.402772,On or near High Street,burglary
2025-11,-5.89747,54.401603,On or near High Street,drugs
2025-11,-5.904551,54.399849,On or near Croob Park,drugs
2025-11,-5.893229,54.40471,On or near Mourne View,public-order
2025-11,-5.895408,54.401864,On or near Hillcrest Lane,violent-crime
2025-11,-5.883981,54.398259,On or near Hillhead Crescent,violent-crime
2025-11,-5.88611,54.402986,On or near Windmill Crescent,violent-crime
2025-11,-5.884334,54.39769,On or near Hillhead Crescent,violent-crime
2025-11,-5.885337,54.400942,On or near Hillfoot Crescent,violent-crime
2025-11,-5.894787,54.401071,On or near Hillcrest Drive,violent-crime
2025-11,-5.89747,54.401603,On or near High Street,violent-crime
2025-11,-5.899545,54.400184,On or near Dromore Street,violent-crime
2025-11,-5.965277,54.36465,On or near ,anti-social-behaviour
2025-11,-5.965554,54.319198,On or near Clonvaraghan Road,anti-social-behaviour
2025-11,-5.98792,54.367609,On or near Castlewellan Road,anti-social-behaviour
2025-11,-5.965554,54.319198,On or near Clonvaraghan Road,criminal-damage-arson
2025-11,-5.922115,54.339681,On or near Guiness Road,vehicle-crime
2025-11,-6.007383,54.301243,On or near ,violent-crime
2025-11,-5.965554,54.319198,On or near Clonvaraghan Road,violent-crime
2025-11,-5.989474,54.070145,On or near Kilmorey Court,anti-social-behaviour
2025-11,-6.006369,54.063166,On or near Mountain Road,bicycle-theft
2025-11,-5.990684,54.070695,On or near Riverdale Drive,criminal-damage-arson
2025-11,-5.989135,54.1138,On or near ,criminal-damage-arson
2025-11,-5.990394,54.069127,On or near Carrigenagh Road,other-theft
2025-11,-5.999768,54.068618,On or near Millvale,other-theft
2025-11,-5.999787,54.063129,On or near Rooney Park,violent-crime
2025-11,-5.999768,54.068618,On or near Millvale,other-crime
2025-11,-6.241764,54.105143,On or near Well Road,anti-social-behaviour
2025-11,-6.256351,54.10841,On or near Knocknagreana,anti-social-behaviour
2025-11,-6.269899,54.119792,On or near Mound Road,anti-social-behaviour
2025-11,-6.263022,54.118911,On or near ,criminal-damage-arson
2025-11,-6.249491,54.1061,On or near Burren Road,criminal-damage-arson
2025-11,-6.253771,54.113404,On or near Burren Road,drugs
2025-11,-6.255896,54.107235,On or near Ganna Way,other-theft
2025-11,-6.262762,54.112717,On or near Ashley Court,violent-crime
2025-11,-6.478582,54.156529,On or near ,anti-social-behaviour
2025-11,-6.448101,54.177856,On or near Newtown Road,anti-social-behaviour
2025-11,-6.410485,54.180636,On or near Main Street,anti-social-behaviour
2025-11,-6.398311,54.19521,On or near Church Road,anti-social-behaviour
2025-11,-6.399679,54.195084,On or near Church Road,anti-social-behaviour
2025-11,-6.39584,54.189777,On or near Ard Aveen Park,anti-social-behaviour
2025-11,-6.391798,54.185752,On or near Green Road,anti-social-behaviour
2025-11,-6.39584,54.189777,On or near Ard Aveen Park,burglary
2025-11,-6.396885,54.189297,On or near Father Cullen Park,criminal-damage-arson
2025-11,-6.404496,54.190171,On or near Cambrook Estate,criminal-damage-arson
2025-11,-6.39584,54.189777,On or near Ard Aveen Park,criminal-damage-arson
2025-11,-6.400693,54.198189,On or near Brookville Crescent,drugs
2025-11,-6.419534,54.175904,On or near ,other-theft
2025-11,-6.397389,54.19013,On or near Ard Aveen Park,public-order
2025-11,-6.397389,54.19013,On or near Ard Aveen Park,violent-crime
2025-11,-6.398311,54.19521,On or near Church Road,violent-crime
2025-11,-6.391286,54.185125,On or near Green Road,violent-crime
2025-11,-6.40691,54.181595,On or near Newry Road,other-crime
2025-11,-5.948002,54.254637,On or near Grange Avenue,anti-social-behaviour
2025-11,-5.934133,54.260393,On or near Drumbuck Road,anti-social-behaviour
2025-11,-5.951492,54.256988,On or near Burren Walk,criminal-damage-arson
2025-11,-5.940603,54.258383,On or near Clarmont Avenue,shoplifting
2025-11,-5.940706,54.257855,On or near Mary Street,other-crime
2025-11,-5.712343,54.315882,On or near Glebetown Drive,anti-social-behaviour
2025-11,-5.712826,54.326566,On or near ,anti-social-behaviour
2025-11,-5.716689,54.327879,On or near Market Lane,anti-social-behaviour
2025-11,-5.713986,54.329221,On or near Saul Street,anti-social-behaviour
2025-11,-5.719564,54.325094,On or near Market Street,anti-social-behaviour
2025-11,-5.711182,54.326274,On or near Johns Crescent,criminal-damage-arson
2025-11,-5.710558,54.315372,On or near Killough Walk,criminal-damage-arson
2025-11,-5.716197,54.320672,On or near Vianstown Road,criminal-damage-arson
2025-11,-5.717647,54.325858,On or near St. Patricks Drive,criminal-damage-arson
2025-11,-5.712343,54.315882,On or near Glebetown Drive,drugs
2025-11,-5.71385,54.322533,On or near Hunter's Mill,drugs
2025-11,-5.713958,54.327504,On or near John Street,drugs
2025-11,-5.713692,54.315395,On or near Ardilea Park,drugs
2025-11,-5.716815,54.326714,On or near St. Patricks Drive,drugs
2025-11,-5.719564,54.325094,On or near Market Street,drugs
2025-11,-5.719564,54.325094,On or near Market Street,other-theft
2025-11,-5.717439,54.327381,On or near Market Street,other-theft
2025-11,-5.716815,54.326714,On or near St. Patricks Drive,possession-of-weapons
2025-11,-5.708444,54.315251,On or near Ballymote Park,shoplifting
2025-11,-5.716689,54.327879,On or near Market Lane,shoplifting
2025-11,-5.716511,54.326375,On or near St. Patricks Avenue,shoplifting
2025-11,-5.717713,54.328824,On or near English Street,violent-crime
2025-11,-5.719564,54.325094,On or near Market Street,violent-crime
2025-11,-5.713958,54.327504,On or near John Street,violent-crime
2025-11,-5.718079,54.318336,On or near Vianstown Road,violent-crime
2025-11,-5.715611,54.322926,On or near Thomas Russell Park,violent-crime
2025-11,-5.716847,54.295057,On or near Marshallstown,violent-crime
2025-11,-5.71385,54.322533,On or near Hunter's Mill,violent-crime
2025-11,-5.711706,54.315187,On or near Killough Walk,violent-crime
2025-11,-5.658713,54.398196,On or near Grove Park,criminal-damage-arson
2025-11,-5.658713,54.398196,On or near Grove Park,violent-crime
2025-11,-5.659499,54.397915,On or near Grove Gardens,violent-crime
2025-11,-6.61225,54.079673,On or near Ard Ross,anti-social-behaviour
2025-11,-6.607194,54.076452,On or near Dundalk Road,drugs
2025-11,-6.629515,54.070895,On or near Cullaville Road,drugs
2025-11,-6.611508,54.079484,On or near Ard Ross,vehicle-crime
2025-11,-6.599895,54.081317,On or near Newry Road,violent-crime
2025-11,-6.635836,54.114327,On or near Assan Road,violent-crime
2025-11,-6.612734,54.080289,On or near Rathkeelan Park,violent-crime
2025-11,-6.642729,54.063893,On or near Malachy Conlon Park,violent-crime
2025-11,-6.337365,54.192335,On or near Ardmore Road,anti-social-behaviour
2025-11,-6.340077,54.181249,On or near Glensandra,anti-social-behaviour
2025-11,-6.338787,54.181339,On or near Mourne View Park,anti-social-behaviour
2025-11,-6.33342,54.194033,On or near Spring Hill Court,anti-social-behaviour
2025-11,-6.341901,54.193458,On or near River View,anti-social-behaviour
2025-11,-6.336718,54.193953,On or near Shandon Park,anti-social-behaviour
2025-11,-6.338593,54.193035,On or near Hill Crescent,anti-social-behaviour
2025-11,-6.338565,54.180366,On or near Sinclair Street,anti-social-behaviour
2025-11,-6.337348,54.18132,On or near Mourne View Park,anti-social-behaviour
2025-11,-6.339564,54.180676,On or near Erskine Street,anti-social-behaviour
2025-11,-6.346562,54.186864,On or near Violet Hill Avenue,anti-social-behaviour
2025-11,-6.35173,54.18981,On or near Larchmount,anti-social-behaviour
2025-11,-6.33075,54.193753,On or near Castleowen,anti-social-behaviour
2025-11,-6.347927,54.190288,On or near Lisdrum Avenue,burglary
2025-11,-6.340077,54.181249,On or near Glensandra,criminal-damage-arson
2025-11,-6.339195,54.182621,On or near Cochron Road,criminal-damage-arson
2025-11,-6.343076,54.193205,On or near ,criminal-damage-arson
2025-11,-6.340077,54.181249,On or near Glensandra,drugs
2025-11,-6.334325,54.185627,On or near Toll House Park,drugs
2025-11,-6.351386,54.189994,On or near Larchmount,drugs
2025-11,-6.338344,54.179788,On or near New Street,drugs
2025-11,-6.347927,54.190288,On or near Lisdrum Avenue,shoplifting
2025-11,-6.351386,54.189994,On or near Larchmount,shoplifting
2025-11,-6.339564,54.180676,On or near Erskine Street,vehicle-crime
2025-11,-6.333953,54.191075,On or near Millview Court,violent-crime
2025-11,-6.339195,54.182621,On or near Cochron Road,violent-crime
2025-11,-6.337601,54.180739,On or near ,violent-crime
2025-11,-6.346457,54.185273,On or near Violet Hill Avenue,violent-crime
2025-11,-6.334837,54.187754,On or near Belfast Road,violent-crime
2025-11,-6.337027,54.182834,On or near Mourne View Park,violent-crime
2025-11,-6.340077,54.181249,On or near Glensandra,violent-crime
2025-11,-6.338286,54.180829,On or near ,violent-crime
2025-11,-6.339528,54.193407,On or near Hill Crescent,violent-crime
2025-11,-6.346003,54.188968,On or near Drumgullion Avenue,violent-crime
2025-11,-6.345106,54.190717,On or near Drumgullion Avenue,violent-crime
2025-11,-6.338344,54.179788,On or near New Street,other-crime
2025-11,-6.343076,54.193205,On or near ,other-crime
2025-11,-5.745275,54.411706,On or near Derryboy Road,anti-social-behaviour
2025-11,-5.736149,54.450937,On or near Thornyhill Road,anti-social-behaviour
2025-11,-5.791087,54.464444,On or near Station Road,anti-social-behaviour
2025-11,-5.663361,54.410157,On or near Osborne Drive,criminal-damage-arson
2025-11,-5.791087,54.464444,On or near Station Road,other-theft
2025-11,-5.698786,54.447912,On or near Holly Park Road,violent-crime
2025-11,-5.665547,54.41072,On or near Osborne Drive,violent-crime
2025-11,-5.692171,54.422994,On or near Tullyveery Road,violent-crime
2025-11,-5.667556,54.426879,On or near Clay Road,violent-crime
2025-11,-6.270751,54.181945,On or near Benagh Road,anti-social-behaviour
2025-11,-6.312127,54.168731,On or near Bettys Hill Road,anti-social-behaviour
2025-11,-6.315432,54.146935,On or near Old Warrenpoint Road,anti-social-behaviour
