Month,Longitude,Latitude,Location,Crime type
2025-11,-5.944929,54.631083,On or near Ophir Gardens,violent-crime
2025-11,-5.959062,54.629992,On or near Sunningdale Gardens,violent-crime
2025-11,-5.939027,54.62622,On or near Kenbella Parade,other-crime
2025-11,-5.959504,54.63044,On or near Sunningdale Gardens,other-crime
2025-11,-5.948889,54.619793,On or near Cardigan Drive,anti-social-behaviour
2025-11,-5.950802,54.615935,On or near ,anti-social-behaviour
2025-11,-5.955704,54.618821,On or near Deerpark Mews,anti-social-behaviour
2025-11,-5.9485,54.617387,On or near Oldpark Avenue,anti-social-behaviour
2025-11,-5.949834,54.616089,On or near Oldpark Avenue,anti-social-behaviour
2025-11,-5.950372,54.622945,On or near Westland Road,anti-social-behaviour
2025-11,-5.954361,54.621206,On or near Oldpark Road,criminal-damage-arson
2025-11,-5.954952,54.622088,On or near Deanby Gardens,criminal-damage-arson
2025-11,-5.948104,54.61818,On or near Cliftonville Road,criminal-damage-arson
2025-11,-5.965072,54.620354,On or near Glenbryn Gardens,drugs
2025-11,-5.961738,54.618905,On or near Glenbryn Park,drugs
2025-11,-5.954361,54.621206,On or near Oldpark Road,drugs
2025-11,-5.948104,54.61818,On or near Cliftonville Road,drugs
2025-11,-5.959202,54.624729,On or near Marmount Gardens,possession-of-weapons
2025-11,-5.94883,54.618202,On or near ,robbery
2025-11,-5.948061,54.617802,On or near Oldpark Avenue,robbery
2025-11,-5.948061,54.617802,On or near Oldpark Avenue,shoplifting
2025-11,-5.94883,54.618202,On or near ,shoplifting
2025-11,-5.959687,54.62091,On or near Alliance Gardens,violent-crime
2025-11,-5.959202,54.624729,On or near Marmount Gardens,violent-crime
2025-11,-5.948104,54.61818,On or near Cliftonville Road,violent-crime
2025-11,-5.967318,54.617858,On or near Ardoyne Road,violent-crime
2025-11,-5.953303,54.619149,On or near Oldpark Road,violent-crime
2025-11,-5.94883,54.618202,On or near ,violent-crime
2025-11,-5.963972,54.619742,On or near Berwick Road,violent-crime
2025-11,-5.951864,54.618532,On or near ,other-crime
2025-11,-5.955547,54.595727,On or near ,anti-social-behaviour
2025-11,-5.954811,54.596209,On or near Mcquillan Street,anti-social-behaviour
2025-11,-5.957794,54.600294,On or near Kashmir Road,anti-social-behaviour
2025-11,-5.958705,54.600012,On or near Kashmir Road,anti-social-behaviour
2025-11,-5.961172,54.597727,On or near Springfield Avenue,anti-social-behaviour
2025-11,-5.956349,54.597322,On or near Waterford Gardens,anti-social-behaviour
2025-11,-5.958078,54.597405,On or near Springfield Road,anti-social-behaviour
2025-11,-5.961051,54.600456,On or near Springfield Crescent,anti-social-behaviour
2025-11,-5.952668,54.597889,On or near Falls Road,anti-social-behaviour
2025-11,-5.956349,54.597322,On or near Waterford Gardens,burglary
2025-11,-5.956365,54.598841,On or near Clonard Gardens,criminal-damage-arson
2025-11,-5.954425,54.599877,On or near Clonard Rise,criminal-damage-arson
2025-11,-5.955547,54.595727,On or near ,criminal-damage-arson
2025-11,-5.953627,54.597285,On or near Lower Clonard Street,criminal-damage-arson
2025-11,-5.955547,54.595727,On or near ,drugs
2025-11,-5.956794,54.595218,On or near Cavendish Square,drugs
2025-11,-5.956349,54.597322,On or near Waterford Gardens,drugs
2025-11,-5.959774,54.60092,On or near Cupar Street Upper,drugs
2025-11,-5.957794,54.600294,On or near Kashmir Road,drugs
2025-11,-5.956434,54.596856,On or near Malcolmson Street,drugs
2025-11,-5.952668,54.597889,On or near Falls Road,drugs
2025-11,-5.961481,54.598038,On or near Cavendish Court,drugs
2025-11,-5.955123,54.597993,On or near O'neill Street,drugs
2025-11,-5.962251,54.600908,On or near Colinward Street,other-theft
2025-11,-5.958303,54.595675,On or near Hawthorn Street,other-theft
2025-11,-5.956349,54.597322,On or near Waterford Gardens,other-theft
2025-11,-5.955547,54.595727,On or near ,other-theft
2025-11,-5.963575,54.600418,On or near Colinward Street,other-theft
2025-11,-5.957231,54.595468,On or near Violet Street,other-theft
2025-11,-5.957806,54.595406,On or near Crocus Street,other-theft
2025-11,-5.962153,54.600088,On or near Springfield Crescent,other-theft
2025-11,-5.959471,54.595227,On or near ,other-theft
2025-11,-5.956349,54.597322,On or near Waterford Gardens,possession-of-weapons
2025-11,-5.961481,54.598038,On or near Cavendish Court,possession-of-weapons
2025-11,-5.958243,54.598729,On or near Dunmore Street,vehicle-crime
2025-11,-5.96097,54.596502,On or near Iris Street,vehicle-crime
2025-11,-5.955547,54.595727,On or near ,violent-crime
2025-11,-5.956748,54.599225,On or near Clonard Gardens,violent-crime
2025-11,-5.956349,54.597322,On or near Waterford Gardens,violent-crime
2025-11,-5.962294,54.598806,On or near Forfar Street,violent-crime
2025-11,-5.958904,54.59635,On or near ,violent-crime
2025-11,-5.963648,54.601434,On or near Pollard Close,violent-crime
2025-11,-5.961637,54.597393,On or near Iris Drive,violent-crime
2025-11,-5.959358,54.59873,On or near Oranmore Street,violent-crime
2025-11,-5.957668,54.600633,On or near Kashmir Road,violent-crime
2025-11,-5.968348,54.601226,On or near Watermouth Crescent,violent-crime
2025-11,-5.953451,54.597399,On or near Dunlewey Street,violent-crime
2025-11,-5.961481,54.598038,On or near Cavendish Court,violent-crime
2025-11,-6.027841,54.576514,On or near Hannahglen Heights,anti-social-behaviour
2025-11,-6.015138,54.573116,On or near Falcarragh Drive,anti-social-behaviour
2025-11,-6.016293,54.574168,On or near Buncrana Gardens,anti-social-behaviour
2025-11,-6.035467,54.588695,On or near Glenmeen Close,anti-social-behaviour
2025-11,-6.018446,54.574743,On or near Carrigart Avenue,anti-social-behaviour
2025-11,-6.024177,54.574872,On or near Suffolk Road,anti-social-behaviour
2025-11,-6.028727,54.576411,On or near Spruce Hill,anti-social-behaviour
2025-11,-6.014533,54.576017,On or near Mulroy Park,anti-social-behaviour
2025-11,-6.018446,54.574743,On or near Carrigart Avenue,criminal-damage-arson
2025-11,-6.025042,54.57521,On or near Suffolk Rise,criminal-damage-arson
2025-11,-6.020254,54.575096,On or near Gweedore Gardens,public-order
2025-11,-6.013641,54.578141,On or near Glencolin Drive,vehicle-crime
2025-11,-6.01288,54.575658,On or near ,violent-crime
2025-11,-6.013641,54.578141,On or near Glencolin Drive,violent-crime
2025-11,-6.029591,54.576785,On or near Spruce Hill,violent-crime
2025-11,-6.018897,54.575649,On or near Bunbeg Park,violent-crime
2025-11,-6.021495,54.575332,On or near Glenveagh Drive,violent-crime
2025-11,-5.884086,54.59873,On or near ,anti-social-behaviour
2025-11,-5.893993,54.600772,On or near Severn Street,anti-social-behaviour
2025-11,-5.893213,54.598207,On or near Ribble Street,anti-social-behaviour
2025-11,-5.89211,54.60127,On or near Mcallister Court,anti-social-behaviour
2025-11,-5.896379,54.597723,On or near Mourne Street,anti-social-behaviour
2025-11,-5.894489,54.598364,On or near Newtownards Road,anti-social-behaviour
2025-11,-5.892889,54.602379,On or near Redcliffe Street,anti-social-behaviour
2025-11,-5.890323,54.599316,On or near Lewis Park,anti-social-behaviour
2025-11,-5.885554,54.601155,On or near Brandon Terrace,anti-social-behaviour
2025-11,-5.885697,54.597501,On or near ,anti-social-behaviour
2025-11,-5.888579,54.601918,On or near ,anti-social-behaviour
2025-11,-5.889789,54.600367,On or near Lewis Avenue,anti-social-behaviour
2025-11,-5.878446,54.598865,On or near Oakland Avenue,anti-social-behaviour
2025-11,-5.88879,54.60114,On or near Mersey Street,anti-social-behaviour
2025-11,-5.893096,54.601062,On or near Oval Court,burglary
2025-11,-5.884086,54.59873,On or near ,burglary
2025-11,-5.884379,54.600254,On or near Connsbrook Avenue,criminal-damage-arson
2025-11,-5.894489,54.598364,On or near Newtownards Road,criminal-damage-arson
2025-11,-5.896498,54.598722,On or near Gawn Street,criminal-damage-arson
2025-11,-5.893213,54.598207,On or near Ribble Street,criminal-damage-arson
2025-11,-5.893096,54.601062,On or near Oval Court,drugs
2025-11,-5.887196,54.598147,On or near ,other-theft
2025-11,-5.894489,54.598364,On or near Newtownards Road,other-theft
2025-11,-5.893062,54.601726,On or near ,other-theft
2025-11,-5.896498,54.598722,On or near Gawn Street,possession-of-weapons
2025-11,-5.881738,54.601034,On or near Colvil Street,public-order
2025-11,-5.893096,54.601062,On or near Oval Court,public-order
2025-11,-5.886064,54.598495,On or near Holywood Road,shoplifting
2025-11,-5.896379,54.597723,On or near Mourne Street,shoplifting
2025-11,-5.884379,54.600254,On or near Connsbrook Avenue,violent-crime
2025-11,-5.897466,54.597652,On or near Chamberlain Street,violent-crime
2025-11,-5.884378,54.602357,On or near Park Avenue,violent-crime
2025-11,-5.882291,54.602006,On or near Park Avenue,violent-crime
2025-11,-5.88147,54.599646,On or near ,violent-crime
2025-11,-5.882032,54.598066,On or near Irwin Avenue,violent-crime
2025-11,-5.895814,54.601487,On or near Connswater Grove,violent-crime
2025-11,-5.882076,54.601984,On or near Park Avenue,violent-crime
2025-11,-5.895026,54.601752,On or near Mersey Street,violent-crime
2025-11,-5.884086,54.59873,On or near ,violent-crime
2025-11,-5.886516,54.599626,On or near ,violent-crime
2025-11,-5.89305,54.599255,On or near Carew Street,violent-crime
2025-11,-5.879983,54.60086,On or near Sefton Drive,violent-crime
2025-11,-5.885402,54.598421,On or near Cheviot Avenue,other-crime
2025-11,-5.901722,54.571768,On or near Lissan Close,anti-social-behaviour
2025-11,-5.902143,54.57713,On or near Mount Merrion Avenue,anti-social-behaviour
2025-11,-5.898866,54.574378,On or near South Bank,anti-social-behaviour
2025-11,-5.903465,54.573658,On or near Mount Merrion Avenue,anti-social-behaviour
2025-11,-5.896579,54.568929,On or near Willowbank Drive,anti-social-behaviour
2025-11,-5.897769,54.572562,On or near Stracam Corner,criminal-damage-arson
2025-11,-5.899053,54.570751,On or near ,criminal-damage-arson
2025-11,-5.897391,54.571791,On or near Stracam Corner,other-theft
2025-11,-5.901783,54.570592,On or near ,shoplifting
2025-11,-5.900486,54.571441,On or near Bannagh Corner,shoplifting
2025-11,-5.896203,54.576227,On or near ,violent-crime
2025-11,-5.920207,54.608719,On or near Dock Street,anti-social-behaviour
2025-11,-5.923685,54.620055,On or near York Road,anti-social-behaviour
2025-11,-5.919596,54.607639,On or near Pilot Street,anti-social-behaviour
2025-11,-5.922965,54.630223,On or near Fortwilliam Grange,anti-social-behaviour
2025-11,-5.927743,54.61485,On or near Cosgrave Heights,anti-social-behaviour
2025-11,-5.923914,54.610993,On or near Midland Crescent,anti-social-behaviour
2025-11,-5.92895,54.618205,On or near Gainsborough Drive,anti-social-behaviour
2025-11,-5.922012,54.628877,On or near Oakmount Drive,anti-social-behaviour
2025-11,-5.921874,54.611542,On or near Whitla Street,anti-social-behaviour
2025-11,-5.924812,54.627406,On or near Fortwilliam Crescent,anti-social-behaviour
2025-11,-5.923835,54.617722,On or near York Road,anti-social-behaviour
2025-11,-5.927168,54.616727,On or near Seaview Close,anti-social-behaviour
2025-11,-5.923525,54.618336,On or near York Road,anti-social-behaviour
2025-11,-5.923625,54.620926,On or near York Road,anti-social-behaviour
2025-11,-5.936912,54.619661,On or near Castleton Gardens,anti-social-behaviour
2025-11,-5.923232,54.627119,On or near York Park,anti-social-behaviour
2025-11,-5.922286,54.604972,On or near Corporation Square,anti-social-behaviour
2025-11,-5.923358,54.600947,On or near Queens Square,anti-social-behaviour
2025-11,-5.921852,54.627158,On or near York Park,bicycle-theft
2025-11,-5.922125,54.602355,On or near Donegall Quay,burglary
2025-11,-5.936912,54.619661,On or near Castleton Gardens,burglary
2025-11,-5.927168,54.616727,On or near Seaview Close,criminal-damage-arson
2025-11,-5.922286,54.604972,On or near Corporation Square,criminal-damage-arson
2025-11,-5.928099,54.617283,On or near Crosscollyer Street,criminal-damage-arson
2025-11,-5.928364,54.616649,On or near Mountcollyer Street,criminal-damage-arson
2025-11,-5.923271,54.626661,On or near York Crescent,criminal-damage-arson
2025-11,-5.924165,54.614277,On or near York Road,criminal-damage-arson
2025-11,-5.927755,54.613692,On or near Glenrosa Street,criminal-damage-arson
2025-11,-5.926448,54.616562,On or near Parkmount Close,criminal-damage-arson
2025-11,-5.920207,54.608719,On or near Dock Street,criminal-damage-arson
2025-11,-5.919596,54.607639,On or near Pilot Street,criminal-damage-arson
2025-11,-5.920338,54.607976,On or near Pilot Street,criminal-damage-arson
2025-11,-5.925466,54.61305,On or near Clanmorris Street,criminal-damage-arson
2025-11,-5.923694,54.627477,On or near Shore Road,criminal-damage-arson
2025-11,-5.920936,54.606863,On or near Clarendon Road,drugs
2025-11,-5.936912,54.619661,On or near Castleton Gardens,drugs
2025-11,-5.916226,54.616036,On or near Milewater Road,drugs
2025-11,-5.922125,54.602355,On or near Donegall Quay,drugs
2025-11,-5.927168,54.616727,On or near Seaview Close,drugs
2025-11,-5.923914,54.610993,On or near Midland Crescent,other-theft
2025-11,-5.922012,54.628877,On or near Oakmount Drive,other-theft
2025-11,-5.921851,54.626268,On or near York Parade,other-theft
2025-11,-5.923625,54.620926,On or near York Road,other-theft
2025-11,-5.928439,54.613038,On or near Glenrosa Street,other-theft
2025-11,-5.929101,54.617991,On or near Gainsborough Drive,other-theft
2025-11,-5.921517,54.62673,On or near York Crescent,other-theft
2025-11,-5.921874,54.611542,On or near Whitla Street,other-theft
2025-11,-5.922286,54.604972,On or near Corporation Square,public-order
2025-11,-5.925144,54.610853,On or near Bentinck Street,shoplifting
2025-11,-5.936413,54.617901,On or near Limestone Road,vehicle-crime
2025-11,-5.923358,54.600947,On or near Queens Square,vehicle-crime
2025-11,-5.927743,54.61485,On or near Cosgrave Heights,violent-crime
2025-11,-5.922286,54.604972,On or near Corporation Square,violent-crime
2025-11,-5.936912,54.619661,On or near Castleton Gardens,violent-crime
2025-11,-5.923358,54.600947,On or near Queens Square,violent-crime
2025-11,-5.925848,54.614369,On or near Limestone Road,violent-crime
2025-11,-5.925496,54.612754,On or near ,violent-crime
2025-11,-5.925144,54.610853,On or near Bentinck Street,violent-crime
2025-11,-5.933633,54.62142,On or near Dunmore Place,violent-crime
2025-11,-5.9179,54.607511,On or near Princes Dock Street,violent-crime
2025-11,-5.919913,54.608418,On or near Princes Dock Street,violent-crime
2025-11,-5.926252,54.615849,On or near North Queen Street,violent-crime
2025-11,-5.924165,54.614277,On or near York Road,violent-crime
2025-11,-5.923685,54.620055,On or near York Road,violent-crime
2025-11,-5.920207,54.608719,On or near Dock Street,violent-crime
2025-11,-5.922295,54.623634,On or near ,violent-crime
2025-11,-5.929933,54.614403,On or near Mervue Street,violent-crime
2025-11,-5.922012,54.628877,On or near Oakmount Drive,other-crime
2025-11,-6.000533,54.552381,On or near Kingsway,anti-social-behaviour
2025-11,-5.999143,54.546041,On or near Glenshesk Park,anti-social-behaviour
2025-11,-6.002127,54.555516,On or near Edenvale Park,anti-social-behaviour
2025-11,-6.000071,54.560873,On or near ,anti-social-behaviour
2025-11,-6.013033,54.552479,On or near Areema Drive,criminal-damage-arson
2025-11,-6.007205,54.549975,On or near ,criminal-damage-arson
2025-11,-6.01071,54.551938,On or near Areema Drive,criminal-damage-arson
2025-11,-6.006186,54.548674,On or near ,drugs
2025-11,-6.003234,54.548984,On or near ,other-theft
2025-11,-6.003218,54.547412,On or near ,other-theft
2025-11,-6.000533,54.552381,On or near Kingsway,shoplifting
2025-11,-6.007805,54.549698,On or near Kingsway,vehicle-crime
2025-11,-6.001418,54.546618,On or near Glendun Park,violent-crime
2025-11,-6.010749,54.550186,On or near Ashley Park,violent-crime
2025-11,-6.012603,54.55276,On or near Alina Gardens,violent-crime
2025-11,-6.000257,54.546024,On or near Glenshesk Park,violent-crime
2025-11,-6.002484,54.552323,On or near Upper Dunmurry Lane,violent-crime
2025-11,-6.006186,54.548674,On or near ,violent-crime
2025-11,-6.008767,54.551223,On or near Ashley Lodge,violent-crime
2025-11,-6.000346,54.559045,On or near ,violent-crime
2025-11,-6.000071,54.560873,On or near ,other-crime
2025-11,-5.999779,54.54757,On or near Glenariff Drive,other-crime
2025-11,-5.943707,54.598842,On or near St. Peters Place,anti-social-behaviour
2025-11,-5.936073,54.599844,On or near Millfield,anti-social-behaviour
2025-11,-5.947648,54.59863,On or near Ross Street,anti-social-behaviour
2025-11,-5.95079,54.598612,On or near Conway Street,anti-social-behaviour
2025-11,-5.948835,54.599028,On or near North Howard Street,anti-social-behaviour
2025-11,-5.936357,54.599121,On or near Hamill Street,anti-social-behaviour
2025-11,-5.946181,54.593026,On or near Distillery Court,anti-social-behaviour
2025-11,-5.937269,54.599146,On or near John Street,anti-social-behaviour
2025-11,-5.936427,54.59835,On or near College Place North,anti-social-behaviour
2025-11,-5.940605,54.600811,On or near Fingals Court,anti-social-behaviour
2025-11,-5.945826,54.596084,On or near Marchioness Green,anti-social-behaviour
2025-11,-5.953081,54.597069,On or near ,burglary
2025-11,-5.959099,54.591519,On or near Irwell Court,criminal-damage-arson
2025-11,-5.938781,54.597707,On or near Durham Street,criminal-damage-arson
2025-11,-5.947788,54.594311,On or near Arundel Walk,criminal-damage-arson
2025-11,-5.948835,54.599028,On or near North Howard Street,criminal-damage-arson
2025-11,-5.952162,54.599641,On or near Falls Court,criminal-damage-arson
2025-11,-5.936315,54.597809,On or near College Square North,drugs
2025-11,-5.947645,54.595917,On or near Mcdonnell Court,drugs
2025-11,-5.936073,54.599844,On or near Millfield,drugs
2025-11,-5.948332,54.597959,On or near Ross's Court,other-theft
2025-11,-5.937646,54.597813,On or near Killen Street,other-theft
2025-11,-5.960159,54.592292,On or near Broadway,other-theft
2025-11,-5.948835,54.599028,On or near North Howard Street,other-theft
2025-11,-5.949789,54.600365,On or near ,other-theft
2025-11,-5.937646,54.597813,On or near Killen Street,robbery
2025-11,-5.936073,54.599844,On or near Millfield,theft-from-the-person
2025-11,-5.937646,54.597813,On or near Killen Street,vehicle-crime
2025-11,-5.936066,54.601201,On or near Wilson Street,vehicle-crime
2025-11,-5.949789,54.600365,On or near ,vehicle-crime
2025-11,-5.943826,54.596481,On or near Grove Tree South,vehicle-crime
2025-11,-5.937068,54.598217,On or near Killen Street,vehicle-crime
2025-11,-5.942307,54.597758,On or near Lisfaddan Way,vehicle-crime
2025-11,-5.942343,54.599798,On or near Divis Tower,violent-crime
2025-11,-5.951677,54.596371,On or near Abercorn Street North,violent-crime
2025-11,-5.941842,54.598073,On or near Cullingtree Road,violent-crime
2025-11,-5.945352,54.596893,On or near Ladymar Grove,violent-crime
2025-11,-5.943791,54.597163,On or near Lady Street,violent-crime
2025-11,-5.949789,54.600365,On or near ,violent-crime
2025-11,-5.937646,54.597813,On or near Killen Street,violent-crime
2025-11,-5.95223,54.596749,On or near Lower Clonard Street,violent-crime
2025-11,-5.936073,54.599844,On or near Millfield,violent-crime
2025-11,-5.947531,54.594504,On or near Arundel Walk,violent-crime
2025-11,-5.936315,54.597809,On or near College Square North,violent-crime
2025-11,-5.948835,54.599028,On or near North Howard Street,violent-crime
2025-11,-5.94559,54.597697,On or near Servia Street,violent-crime
2025-11,-5.940605,54.600811,On or near Fingals Court,violent-crime
2025-11,-5.949341,54.593277,On or near Roden Street,violent-crime
2025-11,-5.949789,54.600365,On or near ,other-crime
2025-11,-5.936073,54.599844,On or near Millfield,other-crime
2025-11,-5.938781,54.597707,On or near Durham Street,other-crime
2025-11,-5.936315,54.597809,On or near College Square North,other-crime
2025-11,-5.979746,54.582944,On or near Glen Parade,anti-social-behaviour
2025-11,-5.982751,54.578169,On or near Kennedy Way,anti-social-behaviour
2025-11,-5.980784,54.576672,On or near Andersonstown Road,anti-social-behaviour
2025-11,-5.9844,54.581126,On or near Andersonstown Park,anti-social-behaviour
2025-11,-5.979548,54.578511,On or near Andersonstown Road,anti-social-behaviour
2025-11,-5.985215,54.583089,On or near ,anti-social-behaviour
2025-11,-5.978141,54.580374,On or near Blackstaff Road,anti-social-behaviour
2025-11,-5.979949,54.581348,On or near Falls Road,anti-social-behaviour
2025-11,-5.982267,54.58295,On or near Lake Glen Park,bicycle-theft
2025-11,-5.979306,54.584329,On or near ,criminal-damage-arson
2025-11,-5.976491,54.577777,On or near Kennedy Way Industrial Estate,criminal-damage-arson
2025-11,-5.979548,54.578511,On or near Andersonstown Road,criminal-damage-arson
2025-11,-5.991854,54.585859,On or near Gortnamona Rise,criminal-damage-arson
2025-11,-5.979746,54.582944,On or near Glen Parade,criminal-damage-arson
2025-11,-5.981567,54.581168,On or near Sliabh Mor Heights,drugs
2025-11,-5.976491,54.577777,On or near Kennedy Way Industrial Estate,drugs
2025-11,-5.978141,54.580374,On or near Blackstaff Road,drugs
2025-11,-5.979746,54.582944,On or near Glen Parade,other-theft
2025-11,-5.978141,54.580374,On or near Blackstaff Road,other-theft
2025-11,-5.976491,54.577777,On or near Kennedy Way Industrial Estate,other-theft
2025-11,-5.979746,54.582944,On or near Glen Parade,public-order
2025-11,-5.978141,54.580374,On or near Blackstaff Road,shoplifting
2025-11,-5.976491,54.577777,On or near Kennedy Way Industrial Estate,shoplifting
2025-11,-5.979361,54.576037,On or near Stockmans Drive,shoplifting
2025-11,-5.979548,54.578511,On or near Andersonstown Road,shoplifting
2025-11,-5.986597,54.582052,On or near Denewood Park,vehicle-crime
2025-11,-5.979746,54.582944,On or near Glen Parade,violent-crime
2025-11,-5.979548,54.578511,On or near Andersonstown Road,violent-crime
2025-11,-5.978141,54.580374,On or near Blackstaff Road,other-crime
2025-11,-5.976491,54.577777,On or near Kennedy Way Industrial Estate,other-crime
2025-11,-5.978168,54.553599,On or near Finaghy Road South,other-theft
2025-11,-5.981663,54.553559,On or near Hollymount,violent-crime
2025-11,-5.984869,54.559399,On or near Porter Park,violent-crime
2025-11,-5.979445,54.617764,On or near Forthriver Drive,anti-social-behaviour
2025-11,-5.969898,54.612052,On or near Rutherglen Street,anti-social-behaviour
2025-11,-5.981644,54.619014,On or near ,anti-social-behaviour
2025-11,-5.969898,54.612052,On or near Rutherglen Street,criminal-damage-arson
2025-11,-5.978822,54.619407,On or near Forthriver Drive,criminal-damage-arson
2025-11,-5.980109,54.619357,On or near ,drugs
2025-11,-5.974591,54.610756,On or near ,drugs
2025-11,-5.981644,54.619014,On or near ,other-theft
2025-11,-5.984733,54.617286,On or near Glencairn Walk,other-theft
2025-11,-5.972571,54.609976,On or near ,violent-crime
2025-11,-5.974221,54.611675,On or near Forthriver Road,violent-crime
2025-11,-5.977773,54.618383,On or near Forthriver Link,violent-crime
2025-11,-5.984027,54.619979,On or near Forthriver Close,violent-crime
2025-11,-5.969898,54.612052,On or near Rutherglen Street,violent-crime
2025-11,-5.969898,54.612052,On or near Rutherglen Street,other-crime
2025-11,-5.938064,54.626878,On or near Antrim Road,anti-social-behaviour
2025-11,-5.934431,54.627364,On or near Somerton Road,anti-social-behaviour
2025-11,-5.936388,54.629716,On or near Somerton Close,anti-social-behaviour
2025-11,-5.935304,54.623596,On or near Glanleam Drive,anti-social-behaviour
2025-11,-5.93201,54.626263,On or near Ardavon Park,anti-social-behaviour
2025-11,-5.929248,54.624832,On or near Premier Drive,anti-social-behaviour
2025-11,-5.927601,54.627391,On or near Dunlambert Drive,anti-social-behaviour
2025-11,-5.932232,54.6234,On or near Ashfield Gardens,anti-social-behaviour
2025-11,-5.938488,54.627685,On or near Antrim Road,burglary
2025-11,-5.935304,54.623596,On or near Glanleam Drive,criminal-damage-arson
2025-11,-5.927445,54.625888,On or near Premier Drive,criminal-damage-arson
2025-11,-5.932289,54.623805,On or near Queen Victoria Gardens,criminal-damage-arson
2025-11,-5.938488,54.627685,On or near Antrim Road,drugs
2025-11,-5.933698,54.623497,On or near Ashdene Drive,other-theft
2025-11,-5.931338,54.624544,On or near Fortwilliam Parade,violent-crime
2025-11,-5.938488,54.627685,On or near Antrim Road,violent-crime
2025-11,-5.931225,54.629825,On or near ,violent-crime
2025-11,-5.925343,54.625816,On or near Seabank Parade,violent-crime
2025-11,-5.938064,54.626878,On or near Antrim Road,violent-crime
2025-11,-5.936846,54.625869,On or near Skegoneill Avenue,violent-crime
2025-11,-5.936388,54.629716,On or near Somerton Close,violent-crime
2025-11,-5.935304,54.623596,On or near Glanleam Drive,violent-crime
2025-11,-5.937466,54.627065,On or near Fortwilliam Court,violent-crime
2025-11,-5.930592,54.625205,On or near Seaview Drive,violent-crime
2025-11,-5.93226,54.624676,On or near Fortwilliam Parade,violent-crime
2025-11,-5.931524,54.638267,On or near Innisfayle Drive,anti-social-behaviour
2025-11,-5.92705,54.630005,On or near Lansdowne Road,anti-social-behaviour
2025-11,-5.924839,54.635089,On or near Sheringhurst Park,anti-social-behaviour
2025-11,-5.924374,54.63996,On or near Parkmount Terrace,anti-social-behaviour
2025-11,-5.925646,54.636882,On or near Waveney Heights,anti-social-behaviour
2025-11,-5.923707,54.630873,On or near ,anti-social-behaviour
2025-11,-5.929471,54.635698,On or near Fairhill Walk,criminal-damage-arson
2025-11,-5.92705,54.630005,On or near Lansdowne Road,criminal-damage-arson
2025-11,-5.92373,54.63011,On or near ,criminal-damage-arson
2025-11,-5.92705,54.630005,On or near Lansdowne Road,drugs
2025-11,-5.927715,54.632443,On or near Mount Vernon Park,other-theft
2025-11,-5.92705,54.630005,On or near Lansdowne Road,other-theft
2025-11,-5.92705,54.630005,On or near Lansdowne Road,violent-crime
2025-11,-5.92373,54.63011,On or near ,violent-crime
2025-11,-5.938416,54.630945,On or near Antrim Road,violent-crime
2025-11,-5.927765,54.640611,On or near Ben Eden Green,violent-crime
2025-11,-5.929715,54.639117,On or near Castle Gardens,violent-crime
2025-11,-5.92705,54.630005,On or near Lansdowne Road,other-crime
2025-11,-5.86568,54.593816,On or near Pasadena Gardens,anti-social-behaviour
2025-11,-5.867114,54.594497,On or near ,anti-social-behaviour
2025-11,-5.865101,54.598666,On or near Belmont Church Road,anti-social-behaviour
2025-11,-5.867901,54.595131,On or near Upper Newtownards Road,anti-social-behaviour
2025-11,-5.867555,54.597901,On or near Belmont Park,drugs
2025-11,-5.867633,54.594353,On or near ,other-theft
2025-11,-5.868191,54.593734,On or near Halstein Drive,public-order
2025-11,-5.873467,54.599092,On or near Belmont Avenue,violent-crime
2025-11,-5.865693,54.595047,On or near Upper Newtownards Road,violent-crime
2025-11,-5.859331,54.598331,On or near Wandsworth Road,violent-crime
2025-11,-5.856278,54.592239,On or near Kings Road,other-crime
2025-11,-5.852023,54.596638,On or near ,other-crime
2025-11,-5.999358,54.564392,On or near Moor Park Gardens,anti-social-behaviour
2025-11,-6.003809,54.567593,On or near Ladybrook Park,anti-social-behaviour
2025-11,-6.00089,54.565631,On or near Ladybrook Cross,anti-social-behaviour
2025-11,-6.013614,54.561842,On or near Kilwee Industrial Estate,anti-social-behaviour
2025-11,-6.017171,54.562134,On or near Upper Dunmurry Lane,anti-social-behaviour
2025-11,-6.010624,54.565144,On or near Tildarg Avenue,burglary
2025-11,-6.005257,54.566125,On or near Brooke Drive,criminal-damage-arson
2025-11,-6.005401,54.5638,On or near Arlington Drive,other-theft
2025-11,-6.013614,54.561842,On or near Kilwee Industrial Estate,violent-crime
2025-11,-6.003809,54.567593,On or near Ladybrook Park,violent-crime
2025-11,-6.008112,54.564968,On or near Trenchard,violent-crime
2025-11,-6.026389,54.556624,On or near ,anti-social-behaviour
2025-11,-6.026845,54.55488,On or near Stewartstown Road,anti-social-behaviour
2025-11,-6.049273,54.55589,On or near Mount Eagles Crescent,anti-social-behaviour
2025-11,-6.050097,54.553199,On or near Mount Eagles Park,anti-social-behaviour
2025-11,-6.037643,54.556313,On or near White Rise,anti-social-behaviour
2025-11,-6.037213,54.555605,On or near Teeling Grove,anti-social-behaviour
2025-11,-6.041173,54.556514,On or near White Glen,burglary
2025-11,-6.039844,54.556834,On or near White Rise,burglary
2025-11,-6.034928,54.559396,On or near Glenbawn Walk,criminal-damage-arson
2025-11,-6.026321,54.553568,On or near Juniper Park,criminal-damage-arson
